time,nb_sleeping,nb_switching_on,nb_switching_off,nb_idle,nb_computing
6e-05,0,0,0,0,10
3.00006,0,0,0,10,0
3.00008,0,0,0,0,10
5.00008,0,0,0,10,0
5.00011,0,0,0,1,9
6.00011,0,0,0,10,0
7.00014,0,0,0,3,7
8.00014,0,0,0,10,0
9.00017,0,0,0,8,2
9.00018,0,0,0,4,6
10.0002,0,0,0,6,4
11.0002,0,0,0,10,0
12.0002,0,0,0,8,2
12.0002,0,0,0,1,9
15.0002,0,0,0,3,7
15.0002,0,0,0,10,0
16.0003,0,0,0,6,4
16.0003,0,0,0,4,6
19.0003,0,0,0,8,2
19.0003,0,0,0,7,3
22.0003,0,0,0,8,2
22.0004,0,0,0,4,6
25.0004,0,0,0,8,2
27.0004,0,0,0,1,9
28.0003,0,0,0,3,7
28.0005,0,0,0,2,8
29.0005,0,0,0,3,7
32.0005,0,0,0,2,8
34.0005,0,0,0,3,7
36.0006,0,0,0,2,8
37.0004,0,0,0,9,1
37.0006,0,0,0,10,0
37.0006,0,0,0,1,9
42.0007,0,0,0,0,10
45.0007,0,0,0,1,9
47.0006,0,0,0,10,0
47.0007,0,0,0,5,5
48.0007,0,0,0,1,9
51.0007,0,0,0,5,5
51.0008,0,0,0,4,6
52.0008,0,0,0,2,8
52.0008,0,0,0,0,10
53.0008,0,0,0,2,8
53.0009,0,0,0,1,9
54.0008,0,0,0,2,8
54.0008,0,0,0,4,6
55.0009,0,0,0,5,5
57.0007,0,0,0,10,0
57.0009,0,0,0,1,9
58.0009,0,0,0,10,0
59.001,0,0,0,2,8
62.001,0,0,0,10,0
63.001,0,0,0,3,7
65.0011,0,0,0,2,8
66.001,0,0,0,9,1
66.0011,0,0,0,10,0
67.0011,0,0,0,6,4
67.0011,0,0,0,0,10
69.0011,0,0,0,4,6
69.0011,0,0,0,0,10
70.0011,0,0,0,6,4
70.0011,0,0,0,10,0
71.0011,0,0,0,0,10
72.0011,0,0,0,10,0
72.0011,0,0,0,3,7
79.0012,0,0,0,2,8
79.0012,0,0,0,0,10
82.0012,0,0,0,1,9
82.0012,0,0,0,3,7
84.0011,0,0,0,10,0
84.0013,0,0,0,6,4
84.0013,0,0,0,3,7
85.0013,0,0,0,7,3
85.0013,0,0,0,10,0
86.0013,0,0,0,6,4
86.0013,0,0,0,2,8
87.0013,0,0,0,6,4
88.0013,0,0,0,1,9
88.0014,0,0,0,0,10
89.0013,0,0,0,4,6
90.0013,0,0,0,9,1
91.0014,0,0,0,10,0
91.0014,0,0,0,2,8
92.0014,0,0,0,10,0
93.0014,0,0,0,5,5
95.0015,0,0,0,1,9
96.0014,0,0,0,6,4
100.002,0,0,0,2,8
101.002,0,0,0,0,10
102.002,0,0,0,4,6
103.002,0,0,0,6,4
105.002,0,0,0,1,9
107.002,0,0,0,6,4
108.001,0,0,0,10,0
108.002,0,0,0,2,8
111.002,0,0,0,10,0
112.002,0,0,0,0,10
122.002,0,0,0,10,0
122.002,0,0,0,1,9
124.002,0,0,0,10,0
125.002,0,0,0,3,7
126.002,0,0,0,10,0
127.002,0,0,0,1,9
128.002,0,0,0,10,0
129.002,0,0,0,3,7
133.002,0,0,0,1,9
134.002,0,0,0,3,7
140.002,0,0,0,10,0
140.002,0,0,0,2,8
142.002,0,0,0,10,0
143.002,0,0,0,6,4
144.002,0,0,0,10,0
146.002,0,0,0,0,10
147.002,0,0,0,10,0
147.002,0,0,0,4,6
150.002,0,0,0,10,0
151.002,0,0,0,2,8
152.002,0,0,0,10,0
153.002,0,0,0,3,7
156.002,0,0,0,10,0
157.002,0,0,0,0,10
170.002,0,0,0,10,0
170.002,0,0,0,6,4
181.002,0,0,0,5,5
183.002,0,0,0,6,4
184.002,0,0,0,10,0
193.003,0,0,0,1,9
206.003,0,0,0,10,0
220.003,0,0,0,0,10
223.003,0,0,0,10,0
223.003,0,0,0,8,2
223.003,0,0,0,0,10
226.003,0,0,0,8,2
226.003,0,0,0,3,7
235.003,0,0,0,5,5
238.003,0,0,0,10,0
238.003,0,0,0,5,5
241.003,0,0,0,10,0
242.003,0,0,0,1,9
245.003,0,0,0,10,0
246.003,0,0,0,4,6
247.003,0,0,0,10,0
248.003,0,0,0,1,9
251.003,0,0,0,10,0
252.003,0,0,0,2,8
253.003,0,0,0,10,0
254.003,0,0,0,2,8
255.003,0,0,0,10,0
256.003,0,0,0,0,10
259.003,0,0,0,10,0
259.004,0,0,0,9,1
259.004,0,0,0,4,6
260.004,0,0,0,9,1
261.004,0,0,0,10,0
261.004,0,0,0,4,6
262.004,0,0,0,10,0
271.004,0,0,0,7,3
273.004,0,0,0,10,0
284.004,0,0,0,8,2
289.004,0,0,0,1,9
291.004,0,0,0,8,2
292.004,0,0,0,0,10
294.004,0,0,0,8,2
294.004,0,0,0,1,9
295.004,0,0,0,8,2
295.004,0,0,0,7,3
297.004,0,0,0,3,7
298.004,0,0,0,5,5
298.004,0,0,0,6,4
300.004,0,0,0,10,0
301.004,0,0,0,1,9
304.004,0,0,0,10,0
305.004,0,0,0,1,9
307.004,0,0,0,10,0
308.004,0,0,0,4,6
308.004,0,0,0,2,8
310.004,0,0,0,8,2
311.004,0,0,0,3,7
314.004,0,0,0,8,2
315.004,0,0,0,1,9
317.004,0,0,0,8,2
318.004,0,0,0,10,0
318.004,0,0,0,7,3
318.004,0,0,0,3,7
321.004,0,0,0,6,4
321.004,0,0,0,10,0
322.004,0,0,0,5,5
325.004,0,0,0,10,0
326.005,0,0,0,0,10
327.005,0,0,0,10,0
327.005,0,0,0,1,9
329.005,0,0,0,10,0
330.005,0,0,0,0,10
333.005,0,0,0,10,0
333.005,0,0,0,8,2
333.005,0,0,0,5,5
333.005,0,0,0,0,10
334.005,0,0,0,2,8
334.005,0,0,0,5,5
335.005,0,0,0,10,0
335.005,0,0,0,7,3
336.005,0,0,0,0,10
339.005,0,0,0,7,3
339.005,0,0,0,0,10
340.005,0,0,0,7,3
340.005,0,0,0,3,7
340.005,0,0,0,0,10
341.005,0,0,0,4,6
341.005,0,0,0,7,3
342.005,0,0,0,3,7
343.005,0,0,0,7,3
