time,energy,event_type,wattmin,epower
6e-05,0.09,s,2100,1500
1.00003,1560.04,s,2100,1560
3.00006,5520.1,e,2100,1980
4.00008,7440.13,s,2100,1920
6.00008,11640.1,e,2100,2100
6.00011,11640.2,s,2100,1920
7.00011,13680.2,e,2100,2040
13,25200,e,2100,1920
13.0002,25200.3,s,2100,1500
16.0002,31500.3,e,2100,2100
16.0002,31500.3,s,2100,1500
18.0002,35580.3,e,2100,2040
19.0003,37080.4,s,2100,1500
22.0003,43380.4,e,2100,2100
22.0003,43380.4,s,2100,1500
23.0003,45120.5,s,2100,1740
24.0003,47100.5,e,2100,1980
26.0003,50580.5,s,2100,1740
27.0004,52500.6,s,2100,1920
29.0003,56580.5,e,2100,2040
30.0004,58440.6,e,2100,1860
30.0004,58440.6,s,2100,1740
30.0004,58440.7,s,2100,1980
35.0003,68940.4,e,2100,2100
35.0003,68940.4,s,2100,1860
36.0003,71040.4,e,2100,2100
37.0003,72900.5,s,2100,1860
40.0003,79200.5,e,2100,2100
40.0003,79200.5,s,2100,1860
40.0004,79200.5,s,2100,1980
40.0004,79200.7,e,2100,2100
41.0004,81180.5,e,2100,1980
45.0004,88620.6,e,2100,1860
45.0005,88620.8,s,2100,1620
47.0005,92820.8,e,2100,2100
47.0005,92820.8,s,2100,1620
48.0005,94800.8,e,2100,1980
49.0006,96420.9,s,2100,1620
51.0006,100261,e,2100,1920
52.0006,101881,s,2100,1620
53.0003,103800,e,2100,1920
53.0006,103801,s,2100,1800
54.0006,105721,e,2100,1920
55.0006,107341,s,2100,1620
55.0007,107341,s,2100,1920
56.0006,109441,e,2100,2100
57.0007,111421,s,2100,1980
57.0007,111421,s,2100,2040
58.0007,113521,e,2100,2100
58.0007,113521,e,2100,2040
68.0006,133321,e,2100,1980
68.0008,133321,s,2100,1680
69.0007,135301,e,2100,1980
69.0009,135301,s,2100,1800
71.0008,139261,e,2100,1980
72.0009,140941,e,2100,1680
72.0009,140941,s,2100,1500
74.0009,144661,e,2100,1860
75.0009,146161,s,2100,1500
77.0009,150361,e,2100,2100
77.0009,150361,s,2100,1500
80.0009,156661,e,2100,2100
80.001,156661,s,2100,1500
80.001,156661,s,2100,1800
83.001,162781,e,2100,2040
84.001,164582,s,2100,1800
85.001,166682,e,2100,2100
85.0011,166682,s,2100,1800
85.0011,166682,s,2100,1920
85.0011,166682,s,2100,1980
87.0011,170762,e,2100,2040
87.0011,170762,e,2100,1920
88.0011,172622,e,2100,1860
90.0011,176222,s,2100,1800
92.001,180181,e,2100,1980
92.0011,180182,s,2100,1680
93.0011,182282,e,2100,2100
106.001,207242,e,2100,1920
106.001,207242,s,2100,1500
121.001,236042,e,2100,1920
121.002,236042,s,2100,1500
124.002,241982,e,2100,1980
125.002,243482,s,2100,1500
125.002,243482,s,2100,1860
127.002,247442,e,2100,1980
127.002,247442,e,2100,1620
128.002,248943,s,2100,1500
130.002,252903,e,2100,1980
131.002,254403,s,2100,1500
131.002,254403,s,2100,2040
133.002,258603,e,2100,2100
133.002,258603,e,2100,1560
133.002,258603,s,2100,1500
136.002,264363,e,2100,1920
137.002,265863,s,2100,1500
140.002,271443,e,2100,1860
141.002,272943,s,2100,1500
152.002,295383,e,2100,2040
152.002,295383,s,2100,1500
152.002,295383,s,2100,1980
154.002,299583,e,2100,2100
155.002,301563,e,2100,1980
155.002,301563,s,2100,1500
155.002,301563,s,2100,1860
156.002,303663,e,2100,2100
158.002,307383,e,2100,1860
158.002,307383,s,2100,1500
161.002,313143,e,2100,1920
162.002,314643,s,2100,1500
162.002,314643,s,2100,1860
164.002,318843,e,2100,2100
164.002,318843,s,2100,1740
175.002,341283,e,2100,2040
175.002,341283,e,2100,1800
175.002,341284,s,2100,1500
175.002,341284,s,2100,1920
175.002,341284,s,2100,2040
177.002,345484,e,2100,2100
178.002,347464,e,2100,1980
178.002,347464,e,2100,1560
178.002,347464,s,2100,1500
178.002,347464,s,2100,1680
179.002,349444,e,2100,1980
180.002,351124,e,2100,1680
180.002,351124,s,2100,1500
181.002,352924,e,2100,1800
182.002,354424,s,2100,1500
182.002,354424,s,2100,2040
184.002,358624,e,2100,2100
184.002,358624,s,2100,1560
184.003,358624,s,2100,1860
186.002,362704,e,2100,2040
186.003,362704,e,2100,1740
187.003,364264,s,2100,1560
194.002,378964,e,2100,2100
202.003,395284,e,2100,2040
202.003,395284,s,2100,1500
214.003,419764,e,2100,2040
214.003,419764,s,2100,1500
215.003,421864,e,2100,2100
215.003,421864,s,2100,1500
216.003,423904,e,2100,2040
217.003,425404,s,2100,1500
220.003,431704,e,2100,2100
220.003,431704,s,2100,1500
222.003,435784,e,2100,2040
223.003,437284,s,2100,1500
225.003,441244,e,2100,1980
226.003,442744,s,2100,1500
229.003,448684,e,2100,1980
230.003,450184,s,2100,1500
230.003,450185,s,2100,2040
232.003,454384,e,2100,2100
232.003,454385,s,2100,1560
232.003,454385,s,2100,1740
233.003,456485,e,2100,2100
233.003,456485,e,2100,2040
234.003,458165,s,2100,1680
234.003,458165,s,2100,1920
235.003,460265,e,2100,2100
235.003,460265,s,2100,1920
235.003,460265,e,2100,2100
236.003,462125,e,2100,1860
236.003,462125,e,2100,1680
236.003,462125,s,2100,1500
238.003,465845,e,2100,1860
239.003,467345,s,2100,1500
241.003,471425,e,2100,2040
242.003,472925,s,2100,1500
242.003,472925,s,2100,1800
244.003,477125,e,2100,2100
244.003,477125,s,2100,1800
245.003,479045,e,2100,1920
246.003,480665,e,2100,1620
246.003,480665,s,2100,1500
248.003,484385,s,2100,1860
249.003,486365,e,2100,1980
250.003,487985,s,2100,1620
251.003,490085,e,2100,2100
253.003,494045,e,2100,1980
254.003,495545,s,2100,1500
254.003,495545,s,2100,1980
256.003,499625,e,2100,2040
257.003,501185,s,2100,1560
259.003,505385,e,2100,2100
259.003,505385,s,2100,1560
262.003,510605,e,2100,1740
263.003,512165,s,2100,1560
263.003,512165,s,2100,1980
265.003,516365,e,2100,2100
266.003,518405,e,2100,2040
266.003,518405,e,2100,1620
267.003,519905,s,2100,1500
267.003,519905,s,2100,1860
269.003,523745,e,2100,1920
271.003,527465,s,2100,1860
273.003,531545,e,2100,2040
273.003,531545,s,2100,1860
274.003,533465,e,2100,1920
281.003,546485,e,2100,1860
281.004,546485,s,2100,1500
283.004,550325,e,2100,1920
284.004,551826,s,2100,1500
289.004,560226,s,2100,1680
290.004,562146,e,2100,1920
291.004,563826,s,2100,1680
298.004,578525,e,2100,2100
305.004,591966,e,2100,1920
306.004,593466,s,2100,1500
306.004,593466,s,2100,1860
307.004,595446,e,2100,1980
308.004,597066,s,2100,1620
309.004,599106,e,2100,2040
310.004,600726,s,2100,1620
311.004,602646,e,2100,1920
312.004,604266,s,2100,1620
315.004,610566,e,2100,2100
315.004,610566,s,2100,1620
316.004,612366,e,2100,1800
317.004,613986,e,2100,1620
317.004,613986,s,2100,1500
320.004,620106,e,2100,2040
321.004,621606,s,2100,1500
321.004,621606,s,2100,1800
321.004,621606,s,2100,1980
323.004,625806,e,2100,2100
324.004,627606,e,2100,1800
324.004,627606,s,2100,1620
325.004,629346,e,2100,1740
326.004,630966,s,2100,1620
329.004,637266,e,2100,2100
329.004,637266,s,2100,1620
330.004,639126,s,2100,1860
331.004,641166,e,2100,2040
331.004,641166,e,2100,1800
332.004,642786,s,2100,1620
333.004,644826,e,2100,2040
333.004,644826,s,2100,1920
343.004,664626,e,2100,1980
343.004,664626,s,2100,1560
344.004,666486,e,2100,1860
344.004,666486,s,2100,1800
347.004,672786,e,2100,2100
348.004,674587,s,2100,1800
350.004,678787,e,2100,2100
352.004,682387,s,2100,1800
353.004,684486,e,2100,2100
353.004,684487,s,2100,1800
353.004,684487,s,2100,1860
355.004,688327,e,2100,1920
356.004,689947,e,2100,1620
356.004,689947,e,2100,1560
356.004,689947,s,2100,1500
358.004,693427,e,2100,1740
359.004,694927,s,2100,1500
361.004,699127,e,2100,2100
361.004,699127,s,2100,1500
362.004,701227,e,2100,2100
362.004,701227,s,2100,1500
376.004,730627,e,2100,2100
376.004,730627,s,2100,1500
379.004,736927,e,2100,2100
379.004,736927,s,2100,1500
379.005,736927,s,2100,1560
380.004,739027,e,2100,2100
382.005,743107,e,2100,2040
384.005,746107,s,2100,1500
385.005,748147,e,2100,2040
386.005,749647,s,2100,1500
399.005,776167,e,2100,2040
399.005,776167,s,2100,1500
399.005,776167,s,2100,1680
400.005,778147,s,2100,1980
401.005,780247,e,2100,2100
403.005,784087,e,2100,1920
403.005,784087,s,2100,1800
405.005,788167,e,2100,2040
409.005,795367,e,2100,1800
409.005,795367,s,2100,1500
410.005,797287,s,2100,1920
411.005,799267,e,2100,1980
412.005,801187,e,2100,1920
413.005,802688,s,2100,1500
415.005,806048,e,2100,1680
416.005,807548,s,2100,1500
419.005,813488,e,2100,1980
420.005,814988,s,2100,1500
432.005,840188,e,2100,2100
444.005,858188,s,2100,1500
445.005,859928,e,2100,1740
445.005,859928,s,2100,1500
454.005,873968,s,2100,1560
456.005,878048,e,2100,2040
464.006,893888,s,2100,1980
467.006,900188,e,2100,2100
468.005,902168,e,2100,1980
468.006,902168,s,2100,1500
470.006,906368,e,2100,2100
470.006,906368,s,2100,1500
476.006,918249,s,2100,1980
477.006,920349,e,2100,2100
485.006,936188,e,2100,1980
485.006,936189,s,2100,1500
488.006,942129,e,2100,1980
489.006,943629,s,2100,1500
502.006,970929,e,2100,2100
502.006,970929,s,2100,1500
502.006,970929,s,2100,1740
505.006,977229,e,2100,2100
505.006,977229,e,2100,1860
506.006,978729,s,2100,1500
507.006,980649,e,2100,1920
508.006,982149,s,2100,1500
508.006,982149,s,2100,1740
509.006,984189,e,2100,2040
510.006,985989,s,2100,1800
511.006,987909,e,2100,1920
515.006,995109,s,2100,1800
517.006,999069,e,2100,1980
518.006,1.00087e+06,s,2100,1800
519.006,1.00285e+06,e,2100,1980
521.006,1.00645e+06,s,2100,1800
522.006,1.00849e+06,e,2100,2040
522.006,1.00849e+06,s,2100,1740
524.006,1.01269e+06,e,2100,2100
525.006,1.01455e+06,e,2100,1860
526.006,1.01605e+06,s,2100,1500
527.006,1.01803e+06,e,2100,1980
528.006,1.01953e+06,s,2100,1500
542.006,1.04725e+06,e,2100,1980
542.006,1.04725e+06,s,2100,1500
542.007,1.04725e+06,s,2100,1620
543.007,1.04935e+06,e,2100,2100
543.007,1.04935e+06,s,2100,1620
544.006,1.05127e+06,e,2100,1920
546.007,1.05487e+06,e,2100,1800
547.007,1.05637e+06,s,2100,1500
550.007,1.06249e+06,e,2100,2040
551.007,1.06399e+06,s,2100,1500
552.007,1.06603e+06,e,2100,2040
553.007,1.06753e+06,s,2100,1500
556.007,1.07383e+06,e,2100,2100
556.007,1.07383e+06,s,2100,1500
568.007,1.09831e+06,e,2100,2040
568.007,1.09831e+06,s,2100,1500
568.007,1.09831e+06,s,2100,1740
569.007,1.10029e+06,s,2100,1980
570.007,1.10233e+06,e,2100,2040
571.007,1.10413e+06,s,2100,1800
572.007,1.10617e+06,e,2100,2040
574.007,1.11013e+06,e,2100,1980
575.007,1.11187e+06,s,2100,1740
576.007,1.11397e+06,e,2100,2100
577.007,1.11571e+06,s,2100,1740
578.007,1.11781e+06,e,2100,2100
578.007,1.11781e+06,s,2100,1860
579.007,1.11985e+06,e,2100,2040
580.007,1.12171e+06,s,2100,1860
582.007,1.12567e+06,e,2100,1980
583.007,1.12753e+06,s,2100,1860
584.007,1.12957e+06,e,2100,2040
588.007,1.13701e+06,e,2100,1860
588.007,1.13701e+06,s,2100,1500
589.007,1.13881e+06,e,2100,1800
590.007,1.14031e+06,s,2100,1500
590.007,1.14031e+06,s,2100,1560
591.007,1.14229e+06,e,2100,1980
593.007,1.14613e+06,e,2100,1920
594.007,1.14763e+06,s,2100,1500
595.007,1.14955e+06,e,2100,1920
596.007,1.15105e+06,s,2100,1500
597.007,1.15297e+06,e,2100,1920
598.007,1.15447e+06,s,2100,1500
600.007,1.15831e+06,e,2100,1920
601.007,1.15981e+06,s,2100,1500
602.007,1.16179e+06,e,2100,1980
603.007,1.16329e+06,s,2100,1500
606.007,1.16941e+06,e,2100,2040
607.007,1.17091e+06,s,2100,1500
608.007,1.17295e+06,e,2100,2040
609.007,1.17445e+06,s,2100,1500
610.007,1.17619e+06,s,2100,1740
613.007,1.18231e+06,e,2100,2040
614.007,1.18405e+06,s,2100,1740
615.007,1.18615e+06,e,2100,2100
615.007,1.18615e+06,s,2100,1740
617.007,1.18999e+06,e,2100,1920
619.007,1.19347e+06,e,2100,1740
619.008,1.19347e+06,s,2100,1500
620.008,1.19557e+06,e,2100,2100
620.008,1.19557e+06,s,2100,1500
621.008,1.19767e+06,e,2100,2100
621.008,1.19767e+06,s,2100,1500
624.008,1.20361e+06,e,2100,1980
625.008,1.20511e+06,s,2100,1500
627.008,1.20895e+06,e,2100,1920
628.008,1.21045e+06,s,2100,1500
630.008,1.21453e+06,e,2100,2040
631.008,1.21603e+06,s,2100,1500
632.008,1.21807e+06,e,2100,2040
