scheduling_time,nb_jobs,nb_jobs_finished,nb_jobs_success,nb_jobs_killed,success_rate,makespan,mean_waiting_time,mean_turnaround_time,mean_slowdown,max_waiting_time,max_turnaround_time,max_slowdown,energy_consumed
2.196674,200,200,0,200,0.0,580.00639,159.457619,163.487619,83.755181,464.00639,465.00639,465.00639,1137009.5175
