time,nb_sleeping,nb_switching_on,nb_switching_off,nb_idle,nb_computing
6e-05,0,0,0,0,10
14.0001,0,0,0,10,0
14.0001,0,0,0,0,10
15.0001,0,0,0,10,0
15.0001,0,0,0,0,10
17.0001,0,0,0,10,0
17.0001,0,0,0,9,1
17.0001,0,0,0,8,2
17.0001,0,0,0,0,10
18.0001,0,0,0,1,9
18.0001,0,0,0,0,10
19.0001,0,0,0,1,9
20.0001,0,0,0,2,8
20.0001,0,0,0,10,0
23.0002,0,0,0,2,8
25.0002,0,0,0,0,10
27.0002,0,0,0,2,8
33.0002,0,0,0,10,0
33.0003,0,0,0,0,10
36.0003,0,0,0,10,0
36.0004,0,0,0,7,3
36.0004,0,0,0,1,9
37.0004,0,0,0,4,6
38.0004,0,0,0,10,0
39.0004,0,0,0,7,3
39.0004,0,0,0,5,5
40.0004,0,0,0,7,3
42.0004,0,0,0,10,0
43.0005,0,0,0,3,7
43.0005,0,0,0,0,10
45.0005,0,0,0,3,7
47.0005,0,0,0,0,10
49.0005,0,0,0,3,7
53.0005,0,0,0,10,0
53.0006,0,0,0,5,5
53.0006,0,0,0,1,9
53.0006,0,0,0,0,10
54.0006,0,0,0,4,6
55.0006,0,0,0,9,1
55.0007,0,0,0,6,4
57.0007,0,0,0,9,1
58.0007,0,0,0,1,9
61.0007,0,0,0,9,1
62.0008,0,0,0,1,9
63.0008,0,0,0,9,1
64.0008,0,0,0,7,3
64.0008,0,0,0,3,7
66.0006,0,0,0,4,6
66.0008,0,0,0,6,4
67.0008,0,0,0,10,0
69.0009,0,0,0,6,4
70.0009,0,0,0,1,9
71.0009,0,0,0,5,5
78.001,0,0,0,0,10
80.0009,0,0,0,5,5
80.001,0,0,0,10,0
81.0009,0,0,0,3,7
81.0009,0,0,0,1,9
84.0009,0,0,0,3,7
84.001,0,0,0,2,8
87.001,0,0,0,3,7
87.001,0,0,0,1,9
87.0011,0,0,0,0,10
88.001,0,0,0,2,8
88.0011,0,0,0,0,10
90.0011,0,0,0,1,9
90.0011,0,0,0,3,7
92.0009,0,0,0,10,0
92.0011,0,0,0,6,4
92.0011,0,0,0,4,6
94.0011,0,0,0,6,4
95.0011,0,0,0,10,0
96.0012,0,0,0,3,7
97.0012,0,0,0,1,9
97.0012,0,0,0,0,10
99.0012,0,0,0,7,3
100.001,0,0,0,8,2
101.001,0,0,0,0,10
102.001,0,0,0,8,2
102.001,0,0,0,2,8
103.001,0,0,0,8,2
104.001,0,0,0,3,7
104.001,0,0,0,2,8
105.001,0,0,0,3,7
107.001,0,0,0,5,5
107.001,0,0,0,10,0
108.001,0,0,0,1,9
115.001,0,0,0,0,10
118.001,0,0,0,1,9
118.001,0,0,0,0,10
121.001,0,0,0,1,9
121.001,0,0,0,0,10
122.001,0,0,0,1,9
123.001,0,0,0,10,0
123.001,0,0,0,0,10
137.001,0,0,0,10,0
137.002,0,0,0,1,9
150.002,0,0,0,10,0
150.002,0,0,0,4,6
150.002,0,0,0,1,9
151.002,0,0,0,7,3
152.002,0,0,0,5,5
152.002,0,0,0,2,8
153.002,0,0,0,5,5
153.002,0,0,0,4,6
155.002,0,0,0,7,3
155.002,0,0,0,5,5
156.002,0,0,0,6,4
157.002,0,0,0,3,7
158.002,0,0,0,6,4
159.002,0,0,0,0,10
162.002,0,0,0,6,4
163.002,0,0,0,0,10
165.002,0,0,0,6,4
165.002,0,0,0,2,8
166.002,0,0,0,4,6
168.002,0,0,0,6,4
174.002,0,0,0,0,10
175.002,0,0,0,6,4
175.002,0,0,0,1,9
176.002,0,0,0,6,4
177.002,0,0,0,4,6
178.002,0,0,0,0,10
179.002,0,0,0,4,6
180.002,0,0,0,8,2
180.002,0,0,0,10,0
180.002,0,0,0,3,7
183.002,0,0,0,10,0
184.002,0,0,0,1,9
186.002,0,0,0,10,0
187.002,0,0,0,0,10
188.002,0,0,0,10,0
188.002,0,0,0,1,9
191.002,0,0,0,10,0
192.002,0,0,0,0,10
195.002,0,0,0,10,0
195.002,0,0,0,1,9
205.002,0,0,0,10,0
205.002,0,0,0,1,9
207.002,0,0,0,10,0
208.003,0,0,0,3,7
211.003,0,0,0,10,0
212.003,0,0,0,0,10
215.003,0,0,0,10,0
215.003,0,0,0,2,8
218.003,0,0,0,10,0
219.003,0,0,0,4,6
219.003,0,0,0,0,10
221.003,0,0,0,6,4
224.003,0,0,0,1,9
224.003,0,0,0,0,10
231.003,0,0,0,4,6
231.003,0,0,0,2,8
231.003,0,0,0,0,10
233.003,0,0,0,2,8
233.003,0,0,0,0,10
235.003,0,0,0,5,5
235.003,0,0,0,6,4
236.003,0,0,0,8,2
238.003,0,0,0,3,7
238.003,0,0,0,0,10
244.003,0,0,0,2,8
249.003,0,0,0,7,3
249.003,0,0,0,10,0
250.003,0,0,0,5,5
251.003,0,0,0,2,8
252.003,0,0,0,7,3
253.003,0,0,0,10,0
253.003,0,0,0,3,7
254.003,0,0,0,10,0
254.003,0,0,0,1,9
256.003,0,0,0,10,0
257.003,0,0,0,1,9
259.003,0,0,0,10,0
260.003,0,0,0,7,3
260.003,0,0,0,0,10
262.003,0,0,0,3,7
262.003,0,0,0,0,10
265.003,0,0,0,3,7
265.003,0,0,0,0,10
266.003,0,0,0,3,7
266.003,0,0,0,2,8
267.003,0,0,0,3,7
270.003,0,0,0,10,0
270.003,0,0,0,0,10
272.003,0,0,0,10,0
272.003,0,0,0,3,7
273.003,0,0,0,10,0
274.003,0,0,0,0,10
277.003,0,0,0,10,0
277.003,0,0,0,0,10
278.003,0,0,0,10,0
278.003,0,0,0,1,9
280.003,0,0,0,10,0
281.003,0,0,0,2,8
284.003,0,0,0,10,0
285.003,0,0,0,1,9
288.003,0,0,0,10,0
289.003,0,0,0,0,10
304.003,0,0,0,10,0
304.003,0,0,0,4,6
307.003,0,0,0,10,0
307.003,0,0,0,9,1
308.003,0,0,0,10,0
308.003,0,0,0,4,6
309.003,0,0,0,1,9
311.003,0,0,0,7,3
311.003,0,0,0,10,0
312.003,0,0,0,3,7
322.003,0,0,0,10,0
322.004,0,0,0,0,10
325.004,0,0,0,10,0
325.004,0,0,0,0,10
327.004,0,0,0,10,0
327.004,0,0,0,1,9
330.004,0,0,0,10,0
331.004,0,0,0,1,9
333.004,0,0,0,0,10
336.004,0,0,0,1,9
336.004,0,0,0,0,10
337.004,0,0,0,1,9
342.004,0,0,0,10,0
342.004,0,0,0,0,10
344.004,0,0,0,10,0
344.004,0,0,0,7,3
344.004,0,0,0,1,9
345.004,0,0,0,4,6
345.004,0,0,0,10,0
346.004,0,0,0,3,7
348.004,0,0,0,0,10
349.004,0,0,0,7,3
349.004,0,0,0,0,10
351.004,0,0,0,3,7
352.004,0,0,0,10,0
353.004,0,0,0,4,6
354.004,0,0,0,1,9
356.004,0,0,0,4,6
360.004,0,0,0,2,8
363.004,0,0,0,4,6
365.004,0,0,0,10,0
365.004,0,0,0,5,5
365.004,0,0,0,1,9
365.004,0,0,0,0,10
367.004,0,0,0,1,9
368.004,0,0,0,6,4
368.004,0,0,0,0,10
371.004,0,0,0,6,4
373.004,0,0,0,0,10
374.004,0,0,0,6,4
374.004,0,0,0,3,7
376.004,0,0,0,7,3
376.004,0,0,0,10,0
376.004,0,0,0,3,7
376.004,0,0,0,2,8
378.004,0,0,0,9,1
378.004,0,0,0,2,8
379.004,0,0,0,3,7
380.004,0,0,0,10,0
381.004,0,0,0,3,7
382.004,0,0,0,10,0
383.004,0,0,0,3,7
383.004,0,0,0,0,10
384.004,0,0,0,3,7
385.004,0,0,0,10,0
385.004,0,0,0,9,1
385.004,0,0,0,1,9
387.004,0,0,0,2,8
387.004,0,0,0,10,0
388.005,0,0,0,1,9
389.005,0,0,0,10,0
390.005,0,0,0,1,9
403.005,0,0,0,10,0
403.005,0,0,0,0,10
404.005,0,0,0,10,0
404.005,0,0,0,2,8
405.005,0,0,0,0,10
406.005,0,0,0,2,8
406.005,0,0,0,0,10
407.005,0,0,0,2,8
418.005,0,0,0,10,0
418.005,0,0,0,0,10
419.005,0,0,0,10,0
419.005,0,0,0,2,8
421.005,0,0,0,10,0
422.005,0,0,0,3,7
424.005,0,0,0,10,0
425.005,0,0,0,1,9
427.005,0,0,0,10,0
428.005,0,0,0,2,8
430.005,0,0,0,10,0
431.005,0,0,0,4,6
432.005,0,0,0,10,0
433.005,0,0,0,1,9
435.005,0,0,0,10,0
436.005,0,0,0,6,4
436.005,0,0,0,1,9
437.005,0,0,0,6,4
438.005,0,0,0,0,10
439.005,0,0,0,4,6
443.005,0,0,0,1,9
444.005,0,0,0,4,6
451.005,0,0,0,10,0
451.005,0,0,0,5,5
451.005,0,0,0,0,10
453.005,0,0,0,5,5
453.005,0,0,0,10,0
454.005,0,0,0,0,10
455.005,0,0,0,10,0
455.005,0,0,0,0,10
458.005,0,0,0,10,0
458.005,0,0,0,0,10
461.005,0,0,0,10,0
461.006,0,0,0,2,8
463.006,0,0,0,10,0
464.006,0,0,0,5,5
465.006,0,0,0,2,8
466.006,0,0,0,1,9
467.006,0,0,0,6,4
468.006,0,0,0,2,8
468.006,0,0,0,0,10
469.006,0,0,0,1,9
470.006,0,0,0,3,7
477.006,0,0,0,6,4
478.006,0,0,0,10,0
478.006,0,0,0,2,8
480.006,0,0,0,10,0
481.006,0,0,0,3,7
481.006,0,0,0,0,10
484.006,0,0,0,3,7
491.006,0,0,0,10,0
491.006,0,0,0,1,9
491.006,0,0,0,0,10
493.006,0,0,0,9,1
493.006,0,0,0,10,0
493.006,0,0,0,4,6
493.006,0,0,0,2,8
494.006,0,0,0,0,10
494.006,0,0,0,2,8
496.006,0,0,0,4,6
496.006,0,0,0,1,9
498.006,0,0,0,4,6
499.006,0,0,0,2,8
500.006,0,0,0,0,10
502.006,0,0,0,2,8
506.006,0,0,0,8,2
506.006,0,0,0,3,7
509.006,0,0,0,8,2
510.006,0,0,0,1,9
511.006,0,0,0,3,7
513.006,0,0,0,10,0
514.006,0,0,0,4,6
514.006,0,0,0,0,10
517.006,0,0,0,4,6
525.006,0,0,0,10,0
525.006,0,0,0,3,7
528.006,0,0,0,10,0
529.006,0,0,0,4,6
531.006,0,0,0,10,0
532.007,0,0,0,3,7
535.007,0,0,0,10,0
536.007,0,0,0,4,6
538.007,0,0,0,10,0
539.007,0,0,0,1,9
540.007,0,0,0,10,0
541.007,0,0,0,1,9
554.007,0,0,0,10,0
554.007,0,0,0,4,6
556.007,0,0,0,10,0
557.007,0,0,0,2,8
572.007,0,0,0,10,0
572.007,0,0,0,4,6
574.007,0,0,0,10,0
575.007,0,0,0,5,5
576.007,0,0,0,10,0
577.007,0,0,0,3,7
578.007,0,0,0,10,0
579.007,0,0,0,2,8
582.007,0,0,0,10,0
583.007,0,0,0,0,10
586.007,0,0,0,10,0
586.007,0,0,0,5,5
600.007,0,0,0,10,0
600.007,0,0,0,0,10
601.007,0,0,0,10,0
601.008,0,0,0,0,10
613.008,0,0,0,10,0
613.008,0,0,0,1,9
614.008,0,0,0,10,0
615.008,0,0,0,3,7
617.008,0,0,0,10,0
618.008,0,0,0,3,7
619.008,0,0,0,10,0
620.008,0,0,0,0,10
621.008,0,0,0,10,0
621.008,0,0,0,0,10
633.008,0,0,0,10,0
633.008,0,0,0,2,8
645.008,0,0,0,10,0
645.008,0,0,0,1,9
648.008,0,0,0,10,0
