time,energy,event_type,wattmin,epower
6e-05,0.09,s,2100,1500
2.00006,3600.09,e,2100,1800
3.00008,5100.11,s,2100,1500
4.00008,7200.11,e,2100,2100
4.00011,7200.16,s,2100,1500
4.00012,7200.18,s,2100,1620
5.00011,9000.15,e,2100,1800
6.00012,10680.2,e,2100,1680
7.00015,12180.2,s,2100,1500
7.00017,12180.2,s,2100,1620
8.00017,14160.2,s,2100,1980
9.00015,16200.2,e,2100,2040
10.0002,18120.2,e,2100,1920
10.0002,18120.3,s,2100,1560
11.0002,19800.2,e,2100,1680
11.0002,19800.3,s,2100,1620
12.0002,21720.3,s,2100,1920
14.0002,25680.3,e,2100,1980
14.0002,25680.3,e,2100,1680
16.0003,28920.4,s,2100,1620
17.0003,30840.4,e,2100,1920
18.0003,32460.5,s,2100,1620
18.0003,32460.5,s,2100,1920
19.0003,34560.5,e,2100,2100
21.0003,38400.5,e,2100,1920
21.0004,38400.6,s,2100,1620
21.0004,38400.6,s,2100,1920
23.0004,42480.6,e,2100,2040
23.0004,42480.6,s,2100,1740
23.0004,42480.7,s,2100,1800
23.0005,42480.7,s,2100,1860
24.0005,44400.7,e,2100,1920
25.0002,46260.2,e,2100,1860
26.0004,48000.6,e,2100,1740
26.0004,48000.7,e,2100,1680
26.0005,48000.7,s,2100,1620
27.0005,49920.7,e,2100,1920
28.0005,51540.8,s,2100,1620
34.0004,63060.5,e,2100,1920
34.0006,63060.9,s,2100,1800
37.0006,69180.9,e,2100,2040
37.0006,69181,s,2100,1800
37.0007,69181,s,2100,1860
38.0007,71281,e,2100,2100
40.0007,75001.1,s,2100,1860
40.0007,75001.1,s,2100,1920
42.0005,79200.7,e,2100,2100
42.0005,79200.7,s,2100,1800
43.0007,81301.1,e,2100,2100
43.0007,81301.1,e,2100,2040
44.0007,83161.2,s,2100,1860
46.0007,87361.2,e,2100,2100
46.0007,87361.2,s,2100,1860
48.0007,91561.2,e,2100,2100
48.0008,91561.2,s,2100,1860
49.0006,93660.9,e,2100,2100
49.0006,93661,s,2100,2040
50.0006,95761,e,2100,2100
54.0005,103921,e,2100,2040
56.0008,107401,s,2100,1740
57.0008,109441,e,2100,2040
58.0008,111181,s,2100,1740
59.0008,113281,e,2100,2100
59.0008,113281,s,2100,1740
60.0008,115381,e,2100,2100
60.0008,115381,s,2100,1860
60.0008,115381,e,2100,2100
60.0008,115381,s,2100,1740
70.0008,134581,e,2100,1920
70.001,134581,s,2100,1680
72.0008,138541,e,2100,1980
84.001,160141,e,2100,1800
84.0012,160142,s,2100,1500
85.0012,162062,e,2100,1920
86.0012,163562,s,2100,1500
100.001,190442,e,2100,1920
100.001,190442,s,2100,1500
110.001,210242,e,2100,1980
110.002,210242,s,2100,1500
111.002,212282,e,2100,2040
112.002,213782,s,2100,1500
114.002,217742,s,2100,1980
115.002,219782,e,2100,2040
116.002,221342,s,2100,1560
118.002,225542,e,2100,2100
118.002,225543,s,2100,1560
123.002,235443,s,2100,1980
125.002,239642,e,2100,2100
129.002,247803,e,2100,2040
130.002,249423,s,2100,1620
130.002,249423,s,2100,1800
132.002,253383,e,2100,1980
132.002,253383,e,2100,1800
133.002,255003,s,2100,1620
133.002,255003,s,2100,1980
135.002,259203,e,2100,2100
137.002,263163,e,2100,1980
137.002,263163,s,2100,1860
140.002,269283,e,2100,2040
143.002,274863,e,2100,1860
143.002,274863,s,2100,1500
143.002,274863,s,2100,1980
145.002,279063,e,2100,2100
146.002,281043,s,2100,1980
149.002,287343,e,2100,2100
155.002,299223,e,2100,1980
155.002,299223,s,2100,1500
165.002,319623,e,2100,2040
165.002,319623,s,2100,1500
168.002,325923,e,2100,2100
168.002,325923,s,2100,1500
181.002,353223,e,2100,2100
181.002,353223,s,2100,1500
182.002,355203,e,2100,1980
183.002,356703,s,2100,1500
183.002,356703,s,2100,1920
186.002,363003,e,2100,2100
186.002,363003,e,2100,1680
186.002,363003,s,2100,1500
187.002,364623,e,2100,1620
187.002,364623,s,2100,1500
188.002,366543,e,2100,1920
189.002,368044,s,2100,1500
190.002,370144,e,2100,2100
190.002,370144,s,2100,1500
190.002,370144,s,2100,1800
192.002,373864,e,2100,1860
193.002,375424,s,2100,1560
203.002,395224,e,2100,1980
203.002,395224,e,2100,1920
203.003,395224,s,2100,1500
203.003,395224,s,2100,1920
204.003,397324,e,2100,2100
204.003,397324,s,2100,1920
204.003,397324,s,2100,1980
205.003,399364,e,2100,2040
205.003,399364,e,2100,1620
205.003,399364,s,2100,NA
206.003,401404,s,2100,2040
209.003,407704,e,2100,2100
217.003,424024,e,2100,2040
218.003,426004,e,2100,1980
218.003,426004,s,2100,1500
233.003,456604,e,2100,2040
233.003,456605,s,2100,1500
242.003,473885,s,2100,1920
245.003,480005,e,2100,2040
247.003,483845,e,2100,1920
247.003,483845,s,2100,1500
249.003,488045,e,2100,2100
249.003,488045,s,2100,1500
249.003,488045,s,2100,1800
250.003,490145,e,2100,2100
250.003,490145,s,2100,1800
250.003,490145,s,2100,1920
251.003,492125,e,2100,1980
251.003,492125,e,2100,1680
252.003,493685,s,2100,1560
253.003,495785,e,2100,2100
253.003,495785,s,2100,1560
253.003,495785,s,2100,1620
253.003,495785,s,2100,1920
255.003,499865,e,2100,2040
256.003,501845,e,2100,1980
256.003,501845,e,2100,1680
256.003,501845,s,2100,NA
257.003,503525,s,2100,1680
259.003,507605,e,2100,2040
260.003,509525,e,2100,1920
261.003,511085,s,2100,1560
262.003,513125,e,2100,2040
263.003,514685,e,2100,1560
263.003,514685,s,2100,1500
263.004,514685,s,2100,1860
266.004,520985,e,2100,2100
266.004,520985,s,2100,1860
267.004,523085,e,2100,2100
267.004,523085,s,2100,1860
270.004,529205,e,2100,2040
271.004,531065,s,2100,1860
278.003,545765,e,2100,2100
278.004,545765,s,2100,1740
279.004,547865,e,2100,2100
279.004,547865,s,2100,1740
285.004,560105,e,2100,2040
286.004,561905,s,2100,1800
286.004,561906,s,2100,1980
287.004,564005,e,2100,2100
288.004,565925,e,2100,1920
288.004,565926,s,2100,1800
289.004,567906,e,2100,1980
289.004,567906,s,2100,1800
291.004,572105,e,2100,2100
291.004,572105,s,2100,1800
291.004,572105,s,2100,1920
291.004,572106,e,2100,2100
291.004,572106,s,2100,1800
292.004,574146,e,2100,2040
294.004,577746,s,2100,1800
294.004,577746,s,2100,1980
297.004,584046,e,2100,2100
299.004,587886,s,2100,1920
301.004,592086,e,2100,2100
301.004,592086,s,2100,1920
302.004,594065,e,2100,1980
304.004,597786,e,2100,1860
305.004,599585,e,2100,1800
305.004,599586,e,2100,1620
305.004,599586,s,2100,1500
317.004,624066,e,2100,2040
317.004,624066,s,2100,1500
318.004,625986,e,2100,1920
319.004,627486,s,2100,1500
321.004,631206,e,2100,1860
322.004,632706,s,2100,1500
323.004,634686,e,2100,1980
324.004,636186,s,2100,1500
327.004,642486,e,2100,2100
327.004,642486,s,2100,1500
330.004,648606,e,2100,2040
340.004,663607,s,2100,1500
341.004,665527,s,2100,1920
342.004,667567,e,2100,2040
343.004,669187,e,2100,1620
343.004,669187,s,2100,1500
346.005,675127,s,2100,1980
348.005,679327,e,2100,2100
355.004,693187,e,2100,1980
355.005,693187,s,2100,1500
357.005,696787,s,2100,1800
358.005,698887,e,2100,2100
363.005,707887,s,2100,1800
364.005,709987,e,2100,2100
368.005,717187,s,2100,1800
371.005,722947,e,2100,1920
371.005,722947,s,2100,1620
372.005,724987,e,2100,2040
373.005,726607,s,2100,1620
381.005,743407,e,2100,2100
384.005,749347,e,2100,1980
385.005,750847,s,2100,1500
385.005,750847,s,2100,1980
388.005,757147,e,2100,2100
388.005,757147,e,2100,1620
388.005,757147,s,2100,1500
389.005,759007,e,2100,1860
389.005,759007,s,2100,1500
390.005,760627,s,2100,1620
392.005,764587,e,2100,1980
392.005,764587,e,2100,1860
393.005,766087,s,2100,1500
397.005,774248,s,2100,2040
398.005,776348,e,2100,2100
408.005,796747,e,2100,2040
408.005,796748,s,2100,1500
410.005,800468,s,2100,1860
411.005,802508,e,2100,2040
412.005,804188,e,2100,1680
412.005,804188,s,2100,1500
412.005,804188,s,2100,1920
412.005,804188,s,2100,1980
414.005,808388,e,2100,2100
415.005,810428,e,2100,2040
415.005,810428,e,2100,1620
415.005,810428,s,2100,1500
415.005,810428,s,2100,1860
416.005,812408,e,2100,1980
417.005,814268,e,2100,1860
417.005,814268,s,2100,1500
418.005,816368,e,2100,2100
418.005,816368,s,2100,1500
430.005,841568,e,2100,2100
430.005,841568,s,2100,1500
431.005,843548,e,2100,1980
432.005,845048,s,2100,1500
435.005,851348,e,2100,2100
435.005,851348,s,2100,1500
435.006,851348,s,2100,1860
436.005,853328,e,2100,1980
437.006,854948,s,2100,1620
439.006,858788,e,2100,1920
439.006,858788,s,2100,1620
440.006,860528,e,2100,1740
440.006,860528,s,2100,1620
442.006,864368,s,2100,1920
444.006,868328,e,2100,1980
445.006,870248,s,2100,1920
448.006,876548,e,2100,2100
450.006,880388,e,2100,1920
453.006,885788,e,2100,1800
453.006,885789,s,2100,1500
455.006,889749,e,2100,1980
455.006,889749,s,2100,1500
456.006,891369,e,2100,1620
464.006,903369,s,2100,1500
465.006,905349,s,2100,1980
467.006,909429,e,2100,2040
468.006,910989,s,2100,1560
475.006,925269,e,2100,2040
480.006,935169,e,2100,1980
480.006,935169,s,2100,1500
480.006,935169,s,2100,1920
483.006,941469,e,2100,2100
483.006,941469,e,2100,1680
483.006,941469,s,2100,1500
484.006,943269,e,2100,1800
484.006,943269,s,2100,NA
484.006,943269,s,2100,1800
486.006,947469,e,2100,2100
487.006,949269,e,2100,1800
487.006,949269,s,2100,1500
488.006,951369,e,2100,2100
488.006,951369,s,2100,1500
489.006,953289,e,2100,1920
490.006,954789,s,2100,1500
492.006,958989,e,2100,2100
492.006,958989,s,2100,1500
495.006,964929,e,2100,1980
496.006,966430,s,2100,1500
496.006,966430,s,2100,1800
496.006,966430,s,2100,1980
497.006,968530,e,2100,2100
497.006,968530,e,2100,1800
498.006,970150,s,2100,1620
500.006,974230,e,2100,2040
501.006,975850,s,2100,1620
503.006,980050,e,2100,2100
503.006,980050,s,2100,1620
505.006,984130,e,2100,2040
506.007,985750,s,2100,1620
507.006,987790,e,2100,2040
509.007,991630,e,2100,1920
510.007,993130,s,2100,1500
511.007,995170,e,2100,2040
512.007,996670,s,2100,1500
527.007,1.02817e+06,e,2100,2100
528.007,1.02967e+06,s,2100,1500
542.007,1.05907e+06,e,2100,2100
542.007,1.05907e+06,s,2100,1500
542.007,1.05907e+06,s,2100,1800
542.007,1.05907e+06,s,2100,1920
544.007,1.06315e+06,e,2100,2040
544.007,1.06315e+06,e,2100,1740
544.007,1.06315e+06,e,2100,1620
545.007,1.06465e+06,s,2100,1500
545.007,1.06465e+06,s,2100,1800
548.007,1.07059e+06,e,2100,1980
548.007,1.07059e+06,e,2100,1680
549.007,1.07209e+06,s,2100,1500
551.007,1.07617e+06,e,2100,2040
552.007,1.07767e+06,s,2100,1500
554.007,1.08151e+06,e,2100,1920
554.007,1.08151e+06,s,2100,1500
554.007,1.08151e+06,s,2100,1680
557.007,1.08781e+06,e,2100,2100
557.007,1.08781e+06,s,2100,1680
557.007,1.08781e+06,s,2100,1800
560.007,1.09393e+06,s,2100,2040
563.007,1.10023e+06,e,2100,2100
567.007,1.10839e+06,e,2100,2040
569.007,1.11211e+06,e,2100,1860
569.007,1.11211e+06,e,2100,1740
569.007,1.11211e+06,s,2100,1500
571.007,1.11631e+06,e,2100,2100
571.007,1.11631e+06,s,2100,1500
571.007,1.11631e+06,s,2100,1800
574.007,1.12261e+06,e,2100,2100
574.007,1.12261e+06,e,2100,1800
574.007,1.12261e+06,s,2100,NA
574.007,1.12261e+06,s,2100,1800
576.007,1.12669e+06,e,2100,2040
576.007,1.12669e+06,s,2100,1740
579.007,1.13263e+06,e,2100,1980
580.007,1.13437e+06,s,2100,1740
581.007,1.13647e+06,e,2100,2100
581.007,1.13647e+06,s,2100,1740
583.007,1.14067e+06,e,2100,2100
584.007,1.14241e+06,e,2100,1740
584.007,1.14241e+06,s,2100,1500
586.007,1.14625e+06,e,2100,1920
587.007,1.14775e+06,s,2100,1500
588.007,1.14973e+06,e,2100,1980
589.007,1.15123e+06,s,2100,1500
592.007,1.15735e+06,e,2100,2040
593.007,1.15885e+06,s,2100,1500
595.007,1.16293e+06,e,2100,2040
596.007,1.16443e+06,s,2100,1500
598.007,1.16851e+06,e,2100,2040
599.007,1.17001e+06,s,2100,1500
600.007,1.17199e+06,e,2100,1980
601.007,1.17349e+06,s,2100,1500
604.007,1.17925e+06,e,2100,1920
605.008,1.18075e+06,s,2100,1500
617.008,1.20451e+06,e,2100,1980
617.008,1.20451e+06,s,2100,1500
618.008,1.20655e+06,e,2100,2040
619.008,1.20805e+06,s,2100,1500
631.008,1.23181e+06,e,2100,1980
631.008,1.23181e+06,s,2100,1500
634.008,1.23757e+06,e,2100,1920
