batsim_version,consumed_joules,makespan,max_slowdown,max_turnaround_time,max_waiting_time,mean_slowdown,mean_turnaround_time,mean_waiting_time,nb_computing_machines,nb_grouped_switches,nb_jobs,nb_jobs_finished,nb_jobs_killed,nb_jobs_success,nb_machine_switches,scheduling_time,simulation_time,success_rate,time_computing,time_idle,time_sleeping,time_switching_off,time_switching_on
UNKNOWN,1280291.790000,660.007905,488.007875,619.007395,606.007395,95.636418,199.888649,195.533649,10,0,200,200,200,0,0,3.004900,3.173526,0.000000,4838.000000,1762.079050,0.000000,0.000000,0.000000
