scheduling_time,nb_jobs,nb_jobs_finished,nb_jobs_success,nb_jobs_killed,success_rate,makespan,mean_waiting_time,mean_turnaround_time,mean_slowdown,max_waiting_time,max_turnaround_time,max_slowdown,energy_consumed
2.530254,200,200,0,200,0.0,599.006675,195.26319,199.42819,98.076997,540.006495,543.006495,456.00597,1167609.945
