time,nb_sleeping,nb_switching_on,nb_switching_off,nb_idle,nb_computing
6e-05,0,0,0,6,4
1.00003,0,0,0,4,6
1.00006,0,0,0,8,2
2.00003,0,0,0,6,4
3.00003,0,0,0,8,2
3.00003,0,0,0,4,6
4.00003,0,0,0,8,2
4.00003,0,0,0,7,3
5.00003,0,0,0,9,1
6.00006,0,0,0,8,2
6.00008,0,0,0,0,10
7.00006,0,0,0,1,9
7.00008,0,0,0,9,1
8.00011,0,0,0,7,3
10.0001,0,0,0,9,1
10.0001,0,0,0,8,2
12.0001,0,0,0,9,1
12.0002,0,0,0,5,5
14,0,0,0,6,4
14.0002,0,0,0,10,0
15.0002,0,0,0,0,10
18.0002,0,0,0,10,0
18.0002,0,0,0,2,8
19.0002,0,0,0,0,10
21.0002,0,0,0,8,2
22.0003,0,0,0,6,4
23.0003,0,0,0,4,6
24.0003,0,0,0,6,4
25.0003,0,0,0,8,2
25.0003,0,0,0,4,6
26.0003,0,0,0,1,9
27.0003,0,0,0,5,5
28.0003,0,0,0,8,2
28.0004,0,0,0,6,4
29.0002,0,0,0,8,2
29.0004,0,0,0,7,3
29.0004,0,0,0,3,7
31.0004,0,0,0,5,5
32.0004,0,0,0,6,4
32.0004,0,0,0,10,0
33.0004,0,0,0,3,7
36.0005,0,0,0,1,9
38.0005,0,0,0,3,7
39.0005,0,0,0,0,10
47.0004,0,0,0,7,3
47.0005,0,0,0,4,6
47.0005,0,0,0,1,9
48.0005,0,0,0,4,6
48.0005,0,0,0,7,3
49.0005,0,0,0,2,8
49.0005,0,0,0,0,10
49.0005,0,0,0,3,7
50.0005,0,0,0,8,2
50.0005,0,0,0,3,7
50.0006,0,0,0,0,10
51.0005,0,0,0,2,8
51.0005,0,0,0,7,3
51.0006,0,0,0,10,0
52.0005,0,0,0,3,7
54.0005,0,0,0,10,0
55.0006,0,0,0,0,10
57.0006,0,0,0,10,0
57.0006,0,0,0,9,1
57.0006,0,0,0,5,5
58.0006,0,0,0,9,1
59.0006,0,0,0,0,10
60.0006,0,0,0,1,9
60.0006,0,0,0,10,0
61.0006,0,0,0,4,6
61.0006,0,0,0,0,10
63.0006,0,0,0,6,4
64.0006,0,0,0,10,0
65.0007,0,0,0,1,9
67.0007,0,0,0,10,0
68.0007,0,0,0,1,9
69.0007,0,0,0,10,0
70.0008,0,0,0,0,10
71.0008,0,0,0,10,0
71.0008,0,0,0,3,7
78.0009,0,0,0,2,8
79.0009,0,0,0,3,7
79.0009,0,0,0,1,9
82.0009,0,0,0,3,7
84.0008,0,0,0,10,0
84.001,0,0,0,1,9
99.001,0,0,0,10,0
99.0012,0,0,0,1,9
102.001,0,0,0,10,0
103.001,0,0,0,3,7
105.001,0,0,0,10,0
106.001,0,0,0,5,5
109.001,0,0,0,10,0
110.001,0,0,0,0,10
111.001,0,0,0,10,0
111.001,0,0,0,0,10
112.001,0,0,0,10,0
112.001,0,0,0,7,3
112.001,0,0,0,2,8
114.001,0,0,0,7,3
115.001,0,0,0,10,0
115.001,0,0,0,6,4
116.001,0,0,0,0,10
119.001,0,0,0,6,4
119.001,0,0,0,5,5
119.002,0,0,0,0,10
121.001,0,0,0,1,9
121.002,0,0,0,0,10
122.002,0,0,0,5,5
122.002,0,0,0,1,9
124.002,0,0,0,2,8
124.002,0,0,0,6,4
125.002,0,0,0,1,9
126.002,0,0,0,6,4
127.002,0,0,0,0,10
128.001,0,0,0,4,6
128.002,0,0,0,1,9
128.002,0,0,0,7,3
129.002,0,0,0,1,9
131.001,0,0,0,4,6
132.002,0,0,0,10,0
133.002,0,0,0,1,9
133.002,0,0,0,0,10
134.002,0,0,0,9,1
139.002,0,0,0,6,4
141.002,0,0,0,9,1
142.002,0,0,0,1,9
144.002,0,0,0,9,1
145.002,0,0,0,3,7
146.002,0,0,0,9,1
147.002,0,0,0,0,10
148.002,0,0,0,1,9
148.002,0,0,0,10,0
149.002,0,0,0,2,8
152.002,0,0,0,10,0
153.002,0,0,0,0,10
156.002,0,0,0,10,0
156.002,0,0,0,1,9
159.002,0,0,0,10,0
160.002,0,0,0,6,4
160.002,0,0,0,0,10
161.002,0,0,0,4,6
162.002,0,0,0,2,8
163.002,0,0,0,4,6
164.002,0,0,0,0,10
167.002,0,0,0,4,6
167.002,0,0,0,1,9
168.002,0,0,0,4,6
171.002,0,0,0,10,0
171.002,0,0,0,0,10
181.002,0,0,0,10,0
181.002,0,0,0,4,6
182.002,0,0,0,0,10
184.002,0,0,0,6,4
184.002,0,0,0,10,0
185.002,0,0,0,0,10
187.002,0,0,0,10,0
187.002,0,0,0,3,7
189.002,0,0,0,10,0
190.002,0,0,0,5,5
194.002,0,0,0,0,10
202.002,0,0,0,5,5
208.002,0,0,0,10,0
208.002,0,0,0,2,8
209.002,0,0,0,10,0
209.002,0,0,0,9,1
210.002,0,0,0,10,0
210.002,0,0,0,7,3
211.002,0,0,0,1,9
