scheduling_time,nb_jobs,nb_jobs_finished,nb_jobs_success,nb_jobs_killed,success_rate,makespan,mean_waiting_time,mean_turnaround_time,mean_slowdown,max_waiting_time,max_turnaround_time,max_slowdown,energy_consumed
2.556319,200,200,0,200,0.0,586.006675,167.703234,171.898234,86.823164,579.006675,581.006675,374.0063,1147869.945
