batsim_version,consumed_joules,makespan,max_slowdown,max_turnaround_time,max_waiting_time,mean_slowdown,mean_turnaround_time,mean_waiting_time,nb_computing_machines,nb_grouped_switches,nb_jobs,nb_jobs_finished,nb_jobs_killed,nb_jobs_success,nb_machine_switches,scheduling_time,simulation_time,success_rate,time_computing,time_idle,time_sleeping,time_switching_off,time_switching_on
UNKNOWN,1306932.105000,681.008115,542.007665,542.007665,541.007665,105.572260,215.408684,211.238684,10,0,200,200,200,0,0,2.942651,3.140311,0.000000,4757.000000,2047.081105,0.000000,0.000000,0.000000
