batsim_version,consumed_joules,makespan,max_slowdown,max_turnaround_time,max_waiting_time,mean_slowdown,mean_turnaround_time,mean_waiting_time,nb_computing_machines,nb_grouped_switches,nb_jobs,nb_jobs_finished,nb_jobs_killed,nb_jobs_success,nb_machine_switches,scheduling_time,simulation_time,success_rate,time_computing,time_idle,time_sleeping,time_switching_off,time_switching_on
UNKNOWN,1211110.710000,625.007185,411.006840,479.007155,477.007155,97.305991,199.358530,195.213530,10,0,200,200,200,0,0,2.724048,2.914962,0.000000,4560.000000,1690.071850,0.000000,0.000000,0.000000
