time,energy,event_type,wattmin,epower
6e-05,0.09,s,2100,1500
2.00006,4200.09,e,2100,2100
2.00009,4200.14,s,2100,1500
3.00011,6120.16,s,2100,1920
4.00009,8160.13,e,2100,2040
4.00011,8160.16,e,2100,1620
4.00011,8160.16,s,2100,1280
4.00014,8160.2,s,2100,1560
5.00014,10260.2,e,2100,2100
5.00015,10260.2,s,2100,1560
6.00015,12300.2,e,2100,2040
7.00008,13860.1,s,2100,1560
7.00011,13860.2,e,2100,1860
8.00009,15660.1,s,2100,1800
20.0001,40140.1,e,2100,2040
20.0003,40140.4,s,2100,1740
21.0003,42000.4,e,2100,1860
22.0001,43740.1,e,2100,1740
22.0003,43740.5,s,2100,1500
24.0003,47820.5,e,2100,2040
25.0003,49320.5,s,2100,1500
26.0003,51360.5,e,2100,2040
27.0004,52860.5,s,2100,1500
41.0004,82260.5,e,2100,2100
41.0004,82260.6,s,2100,1500
41.0004,82260.6,s,2100,1800
42.0004,84300.6,e,2100,2040
44.0004,87780.6,e,2100,1740
45.0004,89280.7,s,2100,1500
48.0004,95400.7,e,2100,2040
49.0005,96900.8,s,2100,1500
49.0005,96900.8,s,2100,1680
51.0005,100981,e,2100,2040
51.0005,100981,e,2100,1860
52.0005,102481,s,2100,1500
52.0006,102481,s,2100,1620
62.0006,123481,e,2100,2100
62.0006,123481,s,2100,1620
62.0006,123481,s,2100,1740
62.0006,123481,s,2100,1800
63.0006,125581,e,2100,2100
63.0006,125581,e,2100,2040
64.0005,127321,e,2100,1740
64.0006,127321,s,2100,1620
71.0007,139501,s,2100,1740
72.0006,141541,e,2100,2040
74.0007,145381,e,2100,1920
75.0008,147001,s,2100,1620
76.0006,148981,e,2100,1980
77.0008,150841,e,2100,1860
78.0008,152341,s,2100,1500
81.0008,158641,e,2100,2100
81.0008,158641,s,2100,1500
83.0008,162841,e,2100,2100
83.0009,162841,s,2100,1500
84.0009,164641,s,2100,1800
86.0009,168721,e,2100,2040
87.0009,170461,s,2100,1740
96.0009,187201,e,2100,1860
96.0011,187202,s,2100,1620
97.0011,189242,e,2100,2040
98.0009,190861,e,2100,1620
98.0011,190862,s,2100,1500
100.001,194942,e,2100,2040
101.001,196442,s,2100,1500
103.001,200402,e,2100,1980
104.001,201902,s,2100,1500
105.001,203822,s,2100,1920
107.001,207782,e,2100,1980
107.001,207782,e,2100,1560
108.001,209282,s,2100,1500
108.001,209282,s,2100,1740
110.001,213242,e,2100,1980
111.001,214982,e,2100,1740
111.001,214982,s,2100,1500
111.001,214982,s,2100,1800
112.001,216842,s,2100,1860
114.001,221042,e,2100,2100
114.001,221042,e,2100,1800
114.001,221042,s,2100,1740
114.001,221042,e,2100,1980
115.001,222782,e,2100,1740
115.001,222782,s,2100,1500
115.001,222782,s,2100,1620
116.001,224462,e,2100,1680
116.001,224462,s,2100,NA
117.001,226382,e,2100,1920
117.001,226382,s,2100,1800
118.001,228302,e,2100,1920
119.001,230102,e,2100,1800
120.001,231602,s,2100,1500
133.001,258122,e,2100,2040
133.002,258122,s,2100,1500
134.002,259982,s,2100,1860
135.002,262022,e,2100,2040
136.002,263702,s,2100,1680
