time,nb_sleeping,nb_switching_on,nb_switching_off,nb_idle,nb_computing
6e-05,0,0,0,6,4
2.00006,0,0,0,10,0
2.00008,0,0,0,7,3
3.00008,0,0,0,5,5
3.00009,0,0,0,3,7
4.00008,0,0,0,5,5
4.00009,0,0,0,7,3
5.00006,0,0,0,3,7
5.00008,0,0,0,6,4
5.00008,0,0,0,5,5
6.00008,0,0,0,6,4
7.00006,0,0,0,10,0
7.00006,0,0,0,4,6
10.0001,0,0,0,10,0
10.0002,0,0,0,9,1
13.0002,0,0,0,3,7
15.0002,0,0,0,1,9
16.0002,0,0,0,7,3
16.0002,0,0,0,6,4
16.0003,0,0,0,3,7
18.0002,0,0,0,4,6
19.0003,0,0,0,7,3
21.0003,0,0,0,0,10
22.0002,0,0,0,1,9
27.0002,0,0,0,3,7
28.0003,0,0,0,0,10
29.0003,0,0,0,3,7
30.0003,0,0,0,1,9
32.0003,0,0,0,3,7
32.0003,0,0,0,10,0
33.0003,0,0,0,1,9
43.0003,0,0,0,10,0
43.0005,0,0,0,7,3
43.0005,0,0,0,5,5
43.0005,0,0,0,0,10
45.0005,0,0,0,3,7
45.0005,0,0,0,0,10
46.0005,0,0,0,2,8
46.0005,0,0,0,1,9
48.0005,0,0,0,4,6
48.0005,0,0,0,5,5
49.0006,0,0,0,0,10
51.0006,0,0,0,5,5
52.0006,0,0,0,3,7
52.0006,0,0,0,0,10
53.0006,0,0,0,3,7
54.0006,0,0,0,5,5
54.0006,0,0,0,0,10
57.0005,0,0,0,5,5
57.0005,0,0,0,0,10
64.0006,0,0,0,5,5
64.0007,0,0,0,1,9
69.0005,0,0,0,6,4
69.0007,0,0,0,1,9
72.0007,0,0,0,6,4
74.0008,0,0,0,0,10
77.0007,0,0,0,4,6
77.0007,0,0,0,1,9
77.0008,0,0,0,7,3
78.0007,0,0,0,1,9
80.0007,0,0,0,4,6
81.0007,0,0,0,0,10
82.0007,0,0,0,4,6
82.0008,0,0,0,0,10
84.0008,0,0,0,4,6
84.0008,0,0,0,0,10
86.0008,0,0,0,4,6
86.0008,0,0,0,0,10
88.0008,0,0,0,4,6
89.0007,0,0,0,10,0
89.0008,0,0,0,3,7
89.0008,0,0,0,0,10
91.0008,0,0,0,3,7
99.0008,0,0,0,10,0
99.001,0,0,0,0,10
109.001,0,0,0,10,0
109.001,0,0,0,5,5
109.001,0,0,0,1,9
110.001,0,0,0,5,5
111.001,0,0,0,2,8
111.001,0,0,0,0,10
113.001,0,0,0,3,7
114.001,0,0,0,5,5
117.001,0,0,0,0,10
123.001,0,0,0,5,5
124.001,0,0,0,3,7
125.001,0,0,0,5,5
130.001,0,0,0,10,0
132.001,0,0,0,0,10
134.001,0,0,0,10,0
134.001,0,0,0,1,9
135.001,0,0,0,10,0
136.001,0,0,0,0,10
139.001,0,0,0,10,0
140.001,0,0,0,2,8
142.001,0,0,0,10,0
143.001,0,0,0,1,9
145.001,0,0,0,10,0
146.001,0,0,0,3,7
161.001,0,0,0,10,0
161.002,0,0,0,3,7
163.002,0,0,0,2,8
164.002,0,0,0,9,1
164.002,0,0,0,10,0
165.002,0,0,0,4,6
166.002,0,0,0,2,8
168.002,0,0,0,8,2
169.002,0,0,0,10,0
169.002,0,0,0,2,8
172.002,0,0,0,10,0
172.002,0,0,0,4,6
173.002,0,0,0,10,0
174.002,0,0,0,2,8
176.002,0,0,0,10,0
177.002,0,0,0,6,4
177.002,0,0,0,0,10
178.002,0,0,0,6,4
179.002,0,0,0,2,8
180.002,0,0,0,6,4
181.002,0,0,0,10,0
182.002,0,0,0,0,10
185.002,0,0,0,10,0
185.002,0,0,0,0,10
187.002,0,0,0,10,0
187.002,0,0,0,6,4
187.002,0,0,0,1,9
189.002,0,0,0,5,5
189.002,0,0,0,10,0
190.002,0,0,0,3,7
190.002,0,0,0,0,10
193.002,0,0,0,7,3
193.002,0,0,0,10,0
193.002,0,0,0,9,1
193.002,0,0,0,3,7
194.002,0,0,0,0,10
195.002,0,0,0,6,4
195.002,0,0,0,1,9
196.002,0,0,0,2,8
196.002,0,0,0,5,5
197.002,0,0,0,10,0
198.002,0,0,0,2,8
