time,energy,event_type,wattmin,epower
6e-05,0.09,s,2100,1500
3.00006,6300.09,e,2100,2100
3.00008,6300.11,s,2100,1500
6.00008,12600.1,e,2100,2100
6.00009,12600.1,s,2100,1500
6.00011,12600.2,s,2100,1740
16.0001,33600.1,e,2100,2100
16.0001,33600.2,e,2100,1860
17.0001,35100.2,s,2100,1500
19.0001,38580.2,e,2100,1740
20.0002,40080.3,s,2100,1500
21.0002,41880.3,s,2100,1800
22.0002,43920.3,e,2100,2040
23.0002,45720.4,s,2100,1800
25.0002,49440.4,e,2100,1860
26.0003,51240.4,s,2100,1800
27.0003,53280.4,e,2100,2040
29.0003,56880.5,s,2100,1800
31.0003,60960.5,e,2100,2040
35.0002,68160.3,e,2100,1800
35.0004,68160.6,s,2100,1500
38.0004,74460.6,e,2100,2100
38.0004,74460.6,s,2100,1500
53.0004,105961,e,2100,2100
53.0004,105961,s,2100,1500
55.0004,110041,e,2100,2040
56.0005,111541,s,2100,1500
57.0005,113521,e,2100,1980
58.0005,115021,s,2100,1500
59.0005,117001,e,2100,1980
60.0005,118501,s,2100,1500
63.0005,124441,e,2100,1980
64.0006,125941,s,2100,1500
65.0006,128041,e,2100,2100
65.0006,128041,s,2100,1500
68.0006,133621,e,2100,1860
69.0007,135121,s,2100,1500
71.0007,139201,e,2100,2040
72.0007,140701,s,2100,1500
72.0007,140701,s,2100,1680
73.0007,142501,e,2100,1800
73.0007,142501,e,2100,1620
73.0007,142501,s,2100,NA
74.0007,144181,e,2100,1680
75.0008,145681,s,2100,1500
75.0008,145681,s,2100,1980
76.0008,147721,e,2100,2040
85.0008,165541,e,2100,1980
85.0009,165541,s,2100,1500
88.0009,171661,e,2100,2040
90.001,174661,s,2100,1500
91.001,176521,s,2100,1860
93.001,180721,e,2100,2100
93.001,180722,s,2100,1740
94.001,182641,e,2100,1920
94.001,182642,e,2100,1680
95.0011,184142,s,2100,1500
98.0011,189002,e,2100,1620
99.0011,190502,s,2100,1500
100.001,192302,e,2100,1800
103.001,196802,s,2100,1500
104.001,198602,e,2100,1800
105.001,200102,s,2100,1500
106.001,202082,e,2100,1980
107.001,203582,s,2100,1500
109.001,207542,e,2100,1980
110.001,209042,s,2100,1500
112.001,213002,e,2100,1980
113.001,214502,s,2100,1500
116.001,220622,s,2100,2040
123.001,235322,e,2100,2100
124.001,236882,s,2100,1560
124.001,236882,s,2100,1620
127.001,242282,e,2100,1800
127.001,242282,s,2100,1740
128.001,244202,s,2100,1920
129.001,246182,e,2100,1980
130.001,248102,e,2100,1920
130.001,248102,s,2100,1860
131.001,250202,e,2100,2100
133.001,253922,s,2100,1860
135.001,258122,e,2100,2100
139.001,265562,e,2100,1860
142.001,270602,e,2100,1680
142.002,270602,s,2100,1500
143.002,272582,e,2100,1980
144.002,274082,s,2100,1500
144.002,274082,s,2100,1920
154.002,295082,e,2100,2100
154.002,295083,s,2100,1680
156.002,299043,s,2100,1980
157.002,301142,e,2100,2100
157.002,301142,e,2100,1920
157.002,301143,e,2100,1620
158.002,302643,s,2100,1500
163.002,312543,s,2100,1980
165.002,316623,e,2100,2040
166.002,318603,s,2100,1980
169.002,324903,e,2100,2100
170.002,326883,s,2100,1980
171.002,328983,e,2100,2100
171.002,328983,s,2100,1620
173.002,333183,e,2100,2100
174.002,335163,e,2100,1980
174.002,335163,s,2100,1500
176.002,339363,e,2100,2100
176.002,339363,s,2100,1500
179.002,345303,e,2100,1980
180.002,346803,s,2100,1500
182.002,350523,e,2100,1860
183.002,352023,s,2100,1500
186.002,358323,e,2100,2100
186.002,358323,s,2100,1500
191.002,367623,s,2100,1860
193.002,371823,e,2100,2100
194.002,373683,s,2100,1860
195.002,375783,e,2100,2100
197.002,379503,e,2100,1860
197.002,379503,s,2100,1500
199.002,383463,e,2100,1980
200.002,384963,s,2100,1500
201.002,387003,e,2100,2040
202.002,388503,s,2100,1500
203.002,390483,s,2100,1980
212.002,408843,e,2100,2040
212.002,408844,s,2100,1560
212.002,408844,s,2100,1980
214.002,412923,e,2100,2040
214.002,412924,e,2100,1980
215.002,414484,e,2100,1560
215.002,414484,s,2100,1500
217.002,418444,e,2100,1980
218.002,419944,s,2100,1500
219.002,421924,e,2100,1980
220.003,423424,s,2100,1500
222.003,427264,e,2100,1920
223.003,428764,s,2100,1500
223.003,428764,s,2100,1980
234.003,451864,e,2100,2100
236.003,455824,e,2100,1980
236.003,455824,s,2100,1500
239.003,462124,e,2100,2100
239.003,462124,s,2100,1500
239.003,462124,s,2100,1740
242.003,468424,e,2100,2100
242.003,468424,s,2100,1740
245.003,474544,s,2100,2040
248.003,480844,e,2100,2100
250.003,484924,e,2100,2040
252.003,488524,e,2100,1800
252.003,488524,s,2100,1500
254.003,492604,e,2100,2040
255.003,494104,s,2100,1500
256.003,496024,e,2100,1920
257.003,497524,s,2100,1500
260.003,503284,e,2100,1920
261.003,504784,s,2100,1500
262.003,506824,e,2100,2040
263.003,508324,s,2100,1500
274.003,531424,e,2100,2100
274.003,531424,s,2100,1500
274.003,531424,s,2100,1920
277.003,537724,e,2100,2100
279.003,541084,s,2100,1680
282.003,547384,e,2100,2100
282.003,547385,s,2100,1680
282.003,547385,s,2100,1980
283.003,549425,e,2100,2040
284.003,551164,e,2100,1740
284.003,551165,s,2100,1560
285.003,552965,e,2100,1800
285.003,552965,e,2100,1740
286.003,554465,s,2100,1500
286.003,554465,s,2100,1680
287.003,556505,e,2100,2040
287.003,556505,e,2100,1860
288.003,558005,s,2100,1500
289.003,559805,e,2100,1800
290.003,561305,s,2100,1500
291.003,563405,e,2100,2100
291.003,563405,s,2100,1500
292.003,565205,e,2100,1800
293.003,566705,s,2100,1500
296.003,572105,e,2100,1800
297.003,573605,s,2100,1500
300.003,579365,e,2100,1920
301.003,580865,s,2100,1500
302.003,582725,e,2100,1860
303.003,584225,s,2100,1500
306.003,590165,e,2100,1980
306.003,590165,s,2100,1500
306.003,590165,s,2100,1620
306.003,590165,s,2100,1800
307.003,592145,e,2100,1980
308.003,593945,e,2100,1800
313.004,602345,s,2100,1680
314.004,604145,s,2100,1800
316.004,608345,e,2100,2100
320.003,616265,e,2100,1980
320.004,616265,s,2100,1800
321.004,618365,e,2100,2100
322.004,620165,s,2100,1800
324.004,624245,e,2100,2040
328.004,631206,s,2100,1740
331.004,636786,e,2100,1860
334.004,642006,s,2100,1740
336.004,646085,e,2100,2040
337.004,647886,e,2100,1800
338.004,649386,s,2100,1500
340.004,653466,e,2100,2040
341.004,654966,s,2100,1500
343.004,659046,e,2100,2040
344.004,660546,s,2100,1500
346.004,664626,e,2100,2040
347.004,666126,s,2100,1500
347.004,666126,s,2100,1620
348.004,668166,e,2100,2040
349.004,669786,s,2100,1620
349.004,669786,s,2100,1860
350.004,671766,e,2100,1980
351.004,673626,s,2100,1860
352.004,675606,e,2100,1980
352.004,675606,e,2100,1740
353.004,677226,s,2100,1620
360.004,691506,e,2100,2040
367.004,704946,e,2100,1920
367.004,704946,s,2100,1500
368.004,707046,e,2100,2100
368.004,707046,s,2100,1500
371.004,712986,e,2100,1980
372.004,714487,s,2100,1500
374.004,718687,e,2100,2100
374.004,718687,s,2100,1500
375.004,720667,e,2100,1980
375.004,720667,s,2100,NA
375.004,720667,s,2100,1620
378.004,726787,e,2100,2040
378.004,726787,e,2100,1920
379.005,728287,s,2100,1500
379.005,728287,s,2100,1980
380.005,730327,e,2100,2040
381.005,731887,s,2100,1560
382.005,733807,e,2100,1920
383.005,735667,e,2100,1860
384.005,737167,s,2100,1500
385.005,738907,s,2100,1740
386.005,740767,e,2100,1860
387.005,742387,e,2100,1620
387.005,742387,s,2100,1500
389.005,746347,s,2100,1980
390.005,748447,e,2100,2100
393.005,754387,s,2100,1980
398.005,764587,e,2100,2040
398.005,764587,s,2100,1560
401.005,770887,e,2100,2100
401.005,770887,s,2100,1560
403.005,774607,e,2100,1860
404.005,776167,s,2100,1560
405.005,778207,e,2100,2040
406.005,779767,s,2100,1560
407.005,781807,e,2100,2040
408.005,783787,e,2100,1980
409.005,785287,s,2100,1500
411.005,789247,e,2100,1980
412.005,790747,s,2100,1500
413.005,792547,e,2100,1800
414.005,794048,s,2100,1500
417.005,799628,e,2100,1860
418.005,801128,s,2100,1500
419.005,803048,e,2100,1920
420.005,804548,s,2100,1500
422.005,808148,e,2100,1800
423.005,809648,s,2100,1500
423.005,809648,s,2100,1800
424.005,811568,e,2100,1920
425.005,813368,e,2100,1800
426.005,814868,s,2100,1500
429.005,820628,e,2100,1920
430.005,822128,s,2100,1500
432.005,826208,e,2100,2040
433.005,827708,s,2100,1500
439.005,839228,s,2100,1920
440.005,841328,e,2100,2100
444.005,849008,s,2100,1920
445.005,851048,e,2100,2040
445.005,851048,s,2100,1620
447.005,854888,e,2100,1920
448.006,856508,s,2100,1620
451.006,862448,e,2100,1980
452.006,864068,s,2100,1620
454.006,868268,e,2100,2100
454.006,868268,s,2100,1620
455.005,870248,e,2100,1980
455.006,870248,e,2100,1860
500.006,937749,s,2100,1500
514.006,966309,e,2100,2040
514.007,966310,s,2100,1500
515.007,968110,s,2100,1800
517.007,971830,s,2100,1860
518.007,973810,e,2100,1980
520.007,977650,e,2100,1920
525.007,986650,e,2100,1800
525.007,986650,s,2100,1500
528.007,992770,e,2100,2040
