time,energy,event_type,wattmin,epower
6e-05,0.09,s,2100,1500
14.0001,29400.1,e,2100,2100
14.0001,29400.1,s,2100,1500
15.0001,31500.1,e,2100,2100
15.0001,31500.1,s,2100,1500
17.0001,35700.1,e,2100,2100
18.0001,37200.2,s,2100,1500
23.0002,46200.3,s,2100,1800
24.0002,48060.3,e,2100,1860
28.0001,55260.2,e,2100,1800
28.0003,55260.4,s,2100,1500
40.0003,80460.4,e,2100,2100
40.0003,80460.4,s,2100,1500
43.0003,86760.4,e,2100,2100
43.0003,86760.5,s,2100,1500
44.0003,88560.5,e,2100,1800
45.0003,90060.5,s,2100,1500
46.0004,92040.5,s,2100,1980
48.0003,96120.5,e,2100,2040
48.0004,96120.6,s,2100,1560
48.0004,96120.6,s,2100,1620
49.0004,97920.5,e,2100,1800
49.0004,97920.6,e,2100,1740
50.0004,99600.6,e,2100,1680
50.0004,99600.7,s,2100,1500
51.0004,101221,e,2100,1620
51.0005,101221,s,2100,1500
51.0005,101221,s,2100,1740
52.0005,103141,e,2100,1920
52.0005,103141,s,2100,NA
53.0005,105001,e,2100,1860
54.0005,106621,e,2100,1620
54.0005,106621,s,2100,1500
55.0005,108481,s,2100,1860
55.0005,108481,s,2100,2040
57.0005,112681,e,2100,2100
57.0005,112681,s,2100,1740
57.0005,112681,s,2100,1920
58.0005,114781,e,2100,2100
59.0005,116701,e,2100,1920
59.0005,116701,e,2100,1740
60.0006,118261,s,2100,1560
60.0006,118261,s,2100,1980
62.0006,122461,e,2100,2100
68.0005,134341,e,2100,1980
70.0006,138181,e,2100,1920
70.0007,138181,s,2100,1500
71.0007,140101,s,2100,1920
71.0007,140101,s,2100,2040
73.0007,144301,e,2100,2100
73.0008,144301,s,2100,1680
74.0007,146221,e,2100,1920
74.0008,146221,e,2100,1860
75.0008,147841,s,2100,1620
78.0008,153421,e,2100,1860
78.0008,153421,s,2100,1620
79.0008,155161,s,2100,1740
80.0008,157261,e,2100,2100
80.0008,157261,e,2100,NA
80.0009,157261,s,2100,1620
81.0007,158941,e,2100,1680
81.0009,158941,s,2100,1560
82.0009,160981,s,2100,2040
83.0009,163081,e,2100,2100
85.0009,167161,e,2100,2040
86.0009,169141,s,2100,1980
89.0009,175441,e,2100,2100
89.0009,175441,s,2100,1980
90.0009,177541,e,2100,2100
91.0009,179521,e,2100,1980
91.001,179521,s,2100,1500
91.001,179521,s,2100,1800
91.001,179521,s,2100,2040
93.001,183721,e,2100,2100
94.001,185521,e,2100,1800
94.001,185521,e,2100,1560
95.001,187022,s,2100,1500
109.001,216422,e,2100,2100
109.001,216422,s,2100,1500
109.001,216422,s,2100,1860
110.001,218462,s,2100,2040
111.001,220562,e,2100,2100
111.001,220562,e,2100,NA
111.001,220562,s,2100,1680
112.001,222602,e,2100,2040
113.001,224462,e,2100,1860
115.001,227462,s,2100,1500
118.001,232142,e,2100,1560
146.002,274142,s,2100,1500
146.002,274142,s,2100,1980
147.002,276242,e,2100,2100
147.002,276242,s,2100,1620
148.002,278222,e,2100,1980
149.002,279843,s,2100,1620
150.002,281823,e,2100,1980
154.002,288303,s,2100,1620
156.002,292143,e,2100,1920
158.002,295383,s,2100,1620
158.002,295383,s,2100,1800
160.002,299582,e,2100,2100
161.002,301563,e,2100,1980
161.002,301563,e,2100,1800
162.002,303063,s,2100,1500
163.002,305043,s,2100,1980
165.002,309243,e,2100,2100
165.002,309243,s,2100,1620
166.002,311283,e,2100,2040
166.002,311283,e,2100,1920
167.002,312783,s,2100,1500
169.002,316983,e,2100,2100
169.002,316983,s,2100,1500
169.002,316983,s,2100,1560
170.002,319083,e,2100,2100
175.002,329283,s,2100,2040
178.002,335583,e,2100,2100
179.002,337623,e,2100,2040
179.002,337623,s,2100,1500
194.002,368223,e,2100,2040
194.002,368223,s,2100,1500
194.002,368223,s,2100,1740
195.002,370083,e,2100,1860
197.002,373323,e,2100,1620
198.002,374823,s,2100,1500
199.002,376923,e,2100,2100
199.002,376923,s,2100,1500
201.002,381003,e,2100,2040
202.002,382503,s,2100,1500
205.002,388083,e,2100,1860
206.002,389583,s,2100,1500
209.002,395703,e,2100,2040
210.002,397203,s,2100,1500
213.002,403503,e,2100,2100
213.002,403504,s,2100,1500
215.002,407584,e,2100,2040
216.002,409084,s,2100,1500
229.002,435604,e,2100,2040
229.003,435604,s,2100,1500
230.003,437584,e,2100,1980
231.003,439084,s,2100,1500
234.003,445384,e,2100,2100
234.003,445384,s,2100,1500
236.003,449104,e,2100,1860
237.003,450604,s,2100,1500
238.003,452524,s,2100,1920
240.003,456604,e,2100,2040
241.003,458224,s,2100,1620
241.003,458224,s,2100,1920
251.003,479224,e,2100,2100
252.003,481204,e,2100,1980
252.003,481204,e,2100,1680
253.003,482704,s,2100,1500
255.003,485824,s,2100,1560
255.003,485824,s,2100,1680
255.003,485824,s,2100,1860
256.003,487804,e,2100,1980
257.003,489604,e,2100,1800
257.003,489604,e,2100,1680
258.003,491164,s,2100,1560
259.003,493264,e,2100,2100
259.003,493264,s,2100,1560
259.003,493264,s,2100,1980
264.003,503764,e,2100,2100
270.003,516004,e,2100,2040
271.003,517624,s,2100,1620
272.003,519664,e,2100,2040
272.003,519664,s,2100,1920
274.003,523864,e,2100,2100
274.003,523864,e,2100,NA
274.003,523864,s,2100,1500
276.003,527344,s,2100,1740
287.003,549784,e,2100,2040
289.003,553264,e,2100,1740
289.003,553265,s,2100,1500
292.003,559385,e,2100,2040
293.003,560885,s,2100,1500
296.003,567185,e,2100,2100
296.003,567185,s,2100,1500
298.003,571265,e,2100,2040
299.003,572765,s,2100,1500
300.003,574685,e,2100,1920
300.003,574685,s,2100,1500
301.003,576245,e,2100,1560
301.003,576245,s,2100,NA
303.003,580325,e,2100,2040
303.003,580325,s,2100,1500
305.003,584525,e,2100,2100
305.003,584525,s,2100,1500
305.003,584525,s,2100,1860
307.003,588605,e,2100,2040
308.003,590465,e,2100,1860
308.003,590465,s,2100,1500
309.003,592145,s,2100,1680
310.003,594005,e,2100,1860
311.003,595685,e,2100,1680
311.003,595685,s,2100,1500
312.003,597545,s,2100,1860
314.003,601625,e,2100,2040
314.003,601625,e,2100,1680
315.004,603125,s,2100,1500
318.004,609425,e,2100,2100
318.004,609425,s,2100,1500
318.004,609425,s,2100,1680
319.004,611285,e,2100,1860
320.004,612965,e,2100,1680
320.004,612965,s,2100,NA
321.004,614885,s,2100,1920
321.004,614885,s,2100,1980
322.004,616925,e,2100,2040
323.004,618905,e,2100,1980
323.004,618905,s,2100,1560
324.004,621005,e,2100,2100
334.004,641405,e,2100,2040
335.004,642906,s,2100,1500
337.004,647106,e,2100,2100
337.004,647106,s,2100,1500
338.004,649206,e,2100,2100
338.004,649206,s,2100,1500
341.004,654786,s,2100,1860
342.004,656706,e,2100,1920
350.004,671586,e,2100,1860
350.004,671586,s,2100,1500
353.004,677706,e,2100,2040
354.004,679206,s,2100,1500
357.004,684606,e,2100,1800
358.004,686106,s,2100,1500
359.004,688206,e,2100,2100
359.004,688206,s,2100,1500
360.004,690126,s,2100,1920
362.004,694326,e,2100,2100
362.004,694326,s,2100,1680
363.004,696426,e,2100,2100
364.004,698346,e,2100,1920
365.004,699846,s,2100,1500
380.004,731346,e,2100,2100
380.004,731346,s,2100,1500
382.004,734946,e,2100,1800
383.004,736446,s,2100,1500
386.004,742386,e,2100,1980
387.004,743887,s,2100,1500
388.004,745987,e,2100,2100
388.004,745987,s,2100,1500
390.004,749827,e,2100,1920
391.004,751327,s,2100,1500
392.004,753367,e,2100,2040
393.004,754867,s,2100,1500
396.004,760807,e,2100,1980
397.005,762307,s,2100,1500
397.005,762307,s,2100,1800
399.005,766147,e,2100,1920
400.005,767767,e,2100,1620
400.005,767767,s,2100,1500
400.005,767767,s,2100,1920
401.005,769747,s,2100,1980
402.005,771787,e,2100,2040
404.005,775747,e,2100,1980
408.005,783427,s,2100,1920
410.005,787627,e,2100,2100
410.005,787627,s,2100,1680
410.005,787627,e,2100,1920
414.005,794587,s,2100,1740
415.005,796687,e,2100,2100
416.005,798427,s,2100,1740
417.005,800527,e,2100,2100
417.005,800527,s,2100,1740
418.005,802447,e,2100,1920
421.005,807667,e,2100,1740
421.005,807667,s,2100,1500
421.005,807667,s,2100,1620
422.005,809767,e,2100,2100
423.005,811747,e,2100,1980
424.005,813247,s,2100,1500
424.005,813247,s,2100,1560
426.005,817207,e,2100,1980
426.005,817207,e,2100,1920
427.005,818707,s,2100,1500
428.005,820807,e,2100,2100
428.005,820807,s,2100,1500
431.005,826927,e,2100,2040
432.005,828427,s,2100,1500
432.005,828427,s,2100,1860
444.005,853627,e,2100,2100
445.005,855487,e,2100,1860
445.005,855487,s,2100,1500
445.005,855487,s,2100,1800
446.005,857407,e,2100,1920
447.005,859207,e,2100,1800
448.005,860707,s,2100,1500
450.005,864667,e,2100,1980
451.005,866168,s,2100,1500
464.005,892688,e,2100,2040
464.005,892688,s,2100,1500
465.005,894788,e,2100,2100
465.005,894788,s,2100,1500
467.005,898868,e,2100,2040
468.005,900368,s,2100,1500
478.005,919568,e,2100,1920
478.005,919568,s,2100,1500
481.005,925868,e,2100,2100
481.005,925868,s,2100,1500
481.005,925868,s,2100,1920
483.005,929948,e,2100,2040
483.005,929948,e,2100,1620
484.005,931448,s,2100,1500
485.005,933548,e,2100,2100
485.005,933548,s,2100,1500
488.005,939848,e,2100,2100
488.006,939848,s,2100,1500
490.006,943808,e,2100,1980
491.006,945308,s,2100,1500
492.006,947228,s,2100,1920
493.006,949328,e,2100,2100
495.006,953168,s,2100,1920
498.006,959468,e,2100,2100
501.006,965228,e,2100,1920
501.006,965229,s,2100,1500
515.006,992949,e,2100,1980
515.006,992949,s,2100,1500
516.006,994869,e,2100,1920
517.006,996369,s,2100,1500
517.006,996369,s,2100,1800
520.006,1.00249e+06,s,2100,2040
523.006,1.00879e+06,e,2100,2100
527.006,1.01695e+06,e,2100,2040
527.006,1.01695e+06,s,2100,1800
530.006,1.02325e+06,e,2100,2100
531.006,1.02505e+06,e,2100,1800
531.006,1.02505e+06,s,2100,1500
532.006,1.02685e+06,e,2100,1800
533.006,1.02835e+06,s,2100,1500
533.006,1.02835e+06,s,2100,1620
534.006,1.03027e+06,e,2100,1920
536.006,1.03387e+06,e,2100,1800
536.006,1.03387e+06,s,2100,1500
538.006,1.03699e+06,e,2100,1560
538.006,1.03699e+06,s,2100,1500
551.006,1.06351e+06,e,2100,2040
551.006,1.06351e+06,s,2100,1500
553.006,1.06759e+06,e,2100,2040
554.006,1.06909e+06,s,2100,1500
556.006,1.07317e+06,e,2100,2040
557.006,1.07467e+06,s,2100,1500
559.006,1.07875e+06,e,2100,2040
560.007,1.08025e+06,s,2100,1500
562.007,1.08409e+06,e,2100,1920
563.007,1.08559e+06,s,2100,1500
564.007,1.08763e+06,e,2100,2040
565.007,1.08913e+06,s,2100,1500
565.007,1.08913e+06,s,2100,1860
568.007,1.09543e+06,e,2100,2100
572.007,1.10287e+06,s,2100,1860
574.007,1.10695e+06,e,2100,2040
576.007,1.11067e+06,s,2100,1860
578.007,1.11475e+06,e,2100,2040
578.007,1.11475e+06,s,2100,1680
580.007,1.11883e+06,e,2100,2040
581.007,1.12051e+06,s,2100,1680
584.007,1.12627e+06,e,2100,1920
585.007,1.12795e+06,s,2100,1680
588.007,1.13407e+06,e,2100,2040
596.007,1.14895e+06,e,2100,1860
596.007,1.14895e+06,s,2100,1500
599.007,1.15525e+06,e,2100,2100
599.007,1.15525e+06,s,2100,1500
602.007,1.16119e+06,e,2100,1980
603.007,1.16269e+06,s,2100,1500
614.007,1.18447e+06,s,2100,1980
615.007,1.18657e+06,e,2100,2100
616.007,1.18819e+06,s,2100,1620
618.007,1.19239e+06,e,2100,2100
618.007,1.19239e+06,s,2100,1620
619.007,1.19437e+06,e,2100,1980
621.007,1.19761e+06,s,2100,1620
624.007,1.20373e+06,e,2100,2040
625.007,1.20535e+06,s,2100,1620
626.007,1.20745e+06,e,2100,2100
627.007,1.20943e+06,e,2100,1980
627.007,1.20943e+06,s,2100,1500
627.007,1.20943e+06,s,2100,1620
629.007,1.21339e+06,e,2100,1980
629.007,1.21339e+06,e,2100,1860
630.007,1.21489e+06,s,2100,1500
633.007,1.22065e+06,e,2100,1920
634.007,1.22215e+06,s,2100,1500
635.007,1.22407e+06,e,2100,1920
636.007,1.22557e+06,s,2100,1500
636.008,1.22557e+06,s,2100,1920
637.007,1.22761e+06,e,2100,2040
638.008,1.22923e+06,e,2100,1620
638.008,1.22923e+06,s,2100,1500
641.008,1.23499e+06,e,2100,1920
642.008,1.23649e+06,s,2100,1500
654.008,1.26169e+06,e,2100,2100
654.008,1.26169e+06,s,2100,1500
656.008,1.26541e+06,e,2100,1860
657.008,1.26691e+06,s,2100,1500
659.008,1.27063e+06,e,2100,1860
660.008,1.27213e+06,s,2100,1500
675.008,1.30183e+06,e,2100,1980
675.008,1.30183e+06,s,2100,1500
676.008,1.30363e+06,e,2100,1800
