batsim_version,consumed_joules,makespan,max_slowdown,max_turnaround_time,max_waiting_time,mean_slowdown,mean_turnaround_time,mean_waiting_time,nb_computing_machines,nb_grouped_switches,nb_jobs,nb_jobs_finished,nb_jobs_killed,nb_jobs_success,nb_machine_switches,scheduling_time,simulation_time,success_rate,time_computing,time_idle,time_sleeping,time_switching_off,time_switching_on
UNKNOWN,1198749.495000,613.006375,457.006375,514.006270,512.006270,100.161972,195.922981,191.802981,10,0,200,200,200,0,0,2.554643,2.713309,0.000000,4654.000000,1476.063750,0.000000,0.000000,0.000000
