time,energy,event_type,wattmin,epower
6e-05,0.09,s,2100,1500
3.00006,5400.09,e,2100,1800
4.00011,6900.16,s,2100,1500
4.00012,6900.18,s,2100,1620
5.00011,8700.15,e,2100,1800
5.00012,8700.18,e,2100,1680
6.00012,10200.2,s,2100,1500
20.0001,39600.2,e,2100,2100
20.0002,39600.2,s,2100,1500
20.0002,39600.2,s,2100,1620
21.0002,41340.2,e,2100,1740
21.0002,41340.2,s,2100,1620
22.0002,43140.2,e,2100,1800
22.0002,43140.2,e,2100,NA
23.0002,44640.3,s,2100,1500
23.0002,44640.3,s,2100,1620
24.0002,46740.3,e,2100,2100
24.0002,46740.3,s,2100,1620
24.0002,46740.4,s,2100,1680
25.0002,48660.3,e,2100,1920
26.0002,50460.3,e,2100,1800
27.0002,52200.4,e,2100,1740
28.0003,53700.4,s,2100,1500
34.0004,65580.6,s,2100,1980
43.0003,84480.4,e,2100,2100
43.0003,84480.5,s,2100,1620
43.0003,84480.5,s,2100,1860
44.0004,86460.6,e,2100,1980
45.0003,88320.5,e,2100,1860
45.0003,88320.5,e,2100,1620
45.0003,88320.5,s,2100,NA
45.0004,88320.6,s,2100,1740
55.0004,108721,e,2100,2040
55.0005,108721,s,2100,1740
58.0005,114841,e,2100,2040
59.0003,116580,e,2100,1740
59.0006,116581,s,2100,1500
62.0006,122341,e,2100,1920
63.0006,123841,s,2100,1500
63.0006,123841,s,2100,1860
65.0006,128041,e,2100,2100
68.0007,133621,s,2100,1860
71.0007,139921,e,2100,2100
71.0007,139921,s,2100,1860
73.0006,144001,e,2100,2040
73.0008,144001,s,2100,1680
85.0007,169201,e,2100,2100
85.0008,169201,e,2100,1920
85.0008,169201,s,2100,1500
86.0008,170761,s,2100,1560
87.0008,172861,e,2100,2100
87.0008,172861,s,2100,1560
88.0008,174961,e,2100,2100
88.0008,174961,e,2100,2040
91.0008,179461,s,2100,1500
93.0008,183181,e,2100,1860
110.001,208682,s,2100,1500
112.001,212642,e,2100,1980
113.001,214142,s,2100,1500
115.001,217862,e,2100,1860
116.001,219362,s,2100,1500
116.001,219362,s,2100,1920
117.001,221342,e,2100,1980
118.001,222902,e,2100,1560
118.001,222902,s,2100,NA
128.001,243302,e,2100,2040
128.001,243302,s,2100,1500
129.001,245222,e,2100,1920
130.001,246722,s,2100,1500
130.001,246722,s,2100,1740
132.001,250922,e,2100,2100
133.001,252782,e,2100,1860
134.001,254282,s,2100,1500
136.001,258122,e,2100,1920
137.002,259622,s,2100,1500
137.002,259622,s,2100,1920
139.002,263702,e,2100,2040
140.002,265322,e,2100,1620
140.002,265322,s,2100,1500
142.002,269042,e,2100,1860
143.002,270542,s,2100,1500
144.002,272642,e,2100,2100
144.002,272642,s,2100,1500
146.002,276122,e,2100,1740
147.002,277623,s,2100,1500
148.002,279543,e,2100,1920
149.002,281043,s,2100,1500
150.002,282963,s,2100,1920
152.002,287163,e,2100,2100
152.002,287163,e,2100,NA
152.002,287163,s,2100,1500
153.002,289023,e,2100,1860
154.002,290523,s,2100,1500
155.002,292623,e,2100,2100
155.002,292623,s,2100,1500
157.002,296343,e,2100,1860
157.002,296343,s,2100,1500
157.002,296343,s,2100,1740
160.002,302463,e,2100,2040
160.002,302463,s,2100,1800
162.002,306663,e,2100,2100
163.002,308463,s,2100,1800
165.002,312543,e,2100,2040
166.002,314343,s,2100,1800
168.002,318303,e,2100,1980
168.002,318303,s,2100,1680
169.002,320403,e,2100,2100
181.002,343443,e,2100,1920
181.002,343443,s,2100,1500
183.002,347643,e,2100,2100
183.002,347643,s,2100,1500
195.002,372123,e,2100,2040
195.002,372124,s,2100,1500
195.002,372124,s,2100,1860
195.002,372124,s,2100,1920
196.002,374104,e,2100,1980
198.002,377944,e,2100,1920
209.002,398404,e,2100,1860
209.003,398404,s,2100,1500
212.003,404524,e,2100,2040
213.003,406024,s,2100,1500
216.003,411604,e,2100,1860
217.003,413104,s,2100,1500
220.003,419404,e,2100,2100
238.003,446404,s,2100,1500
239.003,448504,e,2100,2100
239.003,448504,s,2100,1500
239.003,448505,s,2100,2040
241.003,452704,e,2100,2100
241.003,452705,e,2100,1560
241.003,452705,s,2100,1500
242.003,454505,s,2100,1800
243.003,456605,e,2100,2100
243.003,456605,s,2100,1800
244.003,458645,e,2100,2040
251.003,471245,e,2100,1800
251.003,471245,s,2100,1500
262.003,494345,e,2100,2100
262.003,494345,s,2100,1500
265.003,500645,e,2100,2100
265.003,500645,s,2100,1500
265.003,500645,s,2100,1800
267.003,504725,e,2100,2040
268.003,506465,e,2100,1740
269.003,507965,s,2100,1500
271.003,511805,e,2100,1920
272.003,513305,s,2100,1500
273.003,515285,e,2100,1980
274.003,516785,s,2100,1500
288.003,544505,e,2100,1980
288.004,544505,s,2100,1500
288.004,544505,s,2100,1680
288.004,544505,s,2100,1740
289.004,546605,e,2100,2100
289.004,546605,s,2100,1740
291.004,550805,e,2100,2100
291.004,550805,s,2100,1740
300.004,569705,e,2100,2100
301.004,571625,e,2100,1920
306.004,580925,e,2100,1860
306.004,580925,s,2100,1500
309.004,586325,e,2100,1800
309.004,586326,s,2100,1500
311.004,589686,e,2100,1680
312.004,591186,s,2100,1500
