time,nb_sleeping,nb_switching_on,nb_switching_off,nb_idle,nb_computing
6e-05,0,0,0,5,5
1.00006,0,0,0,10,0
2.00006,0,0,0,9,1
2.00008,0,0,0,1,9
3.00008,0,0,0,9,1
5.00006,0,0,0,10,0
5.00009,0,0,0,4,6
6.00009,0,0,0,10,0
7.00012,0,0,0,6,4
8.00012,0,0,0,10,0
9.00015,0,0,0,9,1
9.00017,0,0,0,1,9
10.0002,0,0,0,9,1
11.0002,0,0,0,2,8
12.0001,0,0,0,3,7
14.0002,0,0,0,10,0
14.0002,0,0,0,9,1
15.0002,0,0,0,7,3
15.0003,0,0,0,4,6
17.0002,0,0,0,5,5
17.0002,0,0,0,7,3
19.0003,0,0,0,1,9
25.0003,0,0,0,4,6
25.0004,0,0,0,1,9
31.0003,0,0,0,7,3
31.0005,0,0,0,4,6
31.0005,0,0,0,0,10
33.0005,0,0,0,3,7
39.0004,0,0,0,6,4
39.0006,0,0,0,1,9
41.0006,0,0,0,6,4
42.0005,0,0,0,10,0
42.0006,0,0,0,1,9
43.0006,0,0,0,10,0
44.0006,0,0,0,0,10
47.0006,0,0,0,10,0
47.0007,0,0,0,6,4
48.0007,0,0,0,10,0
49.0007,0,0,0,3,7
49.0007,0,0,0,2,8
49.0007,0,0,0,0,10
50.0007,0,0,0,2,8
52.0007,0,0,0,3,7
52.0008,0,0,0,0,10
54.0008,0,0,0,3,7
60.0007,0,0,0,10,0
60.0009,0,0,0,0,10
71.0009,0,0,0,10,0
71.0009,0,0,0,4,6
72.0009,0,0,0,10,0
72.0009,0,0,0,6,4
72.0009,0,0,0,0,10
75.0009,0,0,0,4,6
76.0009,0,0,0,0,10
77.0009,0,0,0,4,6
82.0009,0,0,0,10,0
82.001,0,0,0,1,9
83.001,0,0,0,10,0
84.0011,0,0,0,0,10
86.0011,0,0,0,10,0
86.0011,0,0,0,1,9
89.0011,0,0,0,10,0
90.0011,0,0,0,1,9
103.001,0,0,0,10,0
103.001,0,0,0,2,8
106.001,0,0,0,10,0
107.001,0,0,0,0,10
119.001,0,0,0,10,0
119.001,0,0,0,1,9
122.001,0,0,0,10,0
123.001,0,0,0,3,7
124.001,0,0,0,10,0
125.002,0,0,0,2,8
127.002,0,0,0,10,0
128.002,0,0,0,1,9
143.002,0,0,0,10,0
143.002,0,0,0,1,9
156.002,0,0,0,10,0
156.002,0,0,0,2,8
159.002,0,0,0,10,0
160.002,0,0,0,1,9
175.002,0,0,0,10,0
175.002,0,0,0,2,8
176.002,0,0,0,0,10
179.002,0,0,0,2,8
187.002,0,0,0,1,9
188.002,0,0,0,0,10
189.002,0,0,0,8,2
189.002,0,0,0,0,10
190.002,0,0,0,8,2
191.002,0,0,0,9,1
192.002,0,0,0,0,10
195.002,0,0,0,9,1
199.002,0,0,0,1,9
200.002,0,0,0,9,1
201.002,0,0,0,10,0
201.002,0,0,0,4,6
203.002,0,0,0,10,0
204.002,0,0,0,5,5
217.002,0,0,0,10,0
217.003,0,0,0,0,10
220.003,0,0,0,10,0
220.003,0,0,0,4,6
220.003,0,0,0,3,7
222.003,0,0,0,9,1
222.003,0,0,0,10,0
223.003,0,0,0,1,9
224.003,0,0,0,10,0
225.003,0,0,0,1,9
238.003,0,0,0,10,0
238.003,0,0,0,2,8
249.003,0,0,0,0,10
251.003,0,0,0,8,2
251.003,0,0,0,4,6
252.003,0,0,0,6,4
254.003,0,0,0,10,0
266.003,0,0,0,6,4
268.003,0,0,0,10,0
269.003,0,0,0,6,4
281.003,0,0,0,10,0
284.003,0,0,0,2,8
287.003,0,0,0,10,0
288.004,0,0,0,4,6
298.004,0,0,0,10,0
298.004,0,0,0,1,9
