batsim_version,consumed_joules,makespan,max_slowdown,max_turnaround_time,max_waiting_time,mean_slowdown,mean_turnaround_time,mean_waiting_time,nb_computing_machines,nb_grouped_switches,nb_jobs,nb_jobs_finished,nb_jobs_killed,nb_jobs_success,nb_machine_switches,scheduling_time,simulation_time,success_rate,time_computing,time_idle,time_sleeping,time_switching_off,time_switching_on
v2.0.0,1591180.151708,13312.284996,40.471096,3276.068185,3026.801517,7.214885,1072.377126,824.805386,4,0,100,75,75,0,0,50.380571,50.416131,0.000000,47119.946000,5879.306015,0.000000,0.000000,0.000000
