batsim_version,consumed_joules,makespan,max_slowdown,max_turnaround_time,max_waiting_time,mean_slowdown,mean_turnaround_time,mean_waiting_time,nb_computing_machines,nb_grouped_switches,nb_jobs,nb_jobs_finished,nb_jobs_killed,nb_jobs_success,nb_machine_switches,scheduling_time,simulation_time,success_rate,time_computing,time_idle,time_sleeping,time_switching_off,time_switching_on
v2.0.0-169-ge7b0f4f,68402.015000,102.800075,1.022598,100.800075,2.000105,0.505650,47.827545,0.500045,3,4,4,2,0,2,4,0.002380,0.004658,0.500000,189.310000,5.000180,0.000000,0.000000,0.000000
