clipfrac,total_timesteps,time_elapsed,fps,policy_loss,eplenmean,policy_entropy,approxkl,nupdates,value_loss,explained_variance,serial_timesteps,eprewmean
0.0,10731520,6667.515498876572,1993,2.5534973e-08,5813.19,1.3880709e-06,0.0,655,32.426517,0.999962919173413,1341440,-34692.02893083999
0.0,10747904,6675.853290081024,1965,1.1867087e-08,5813.19,1.4347174e-06,2.7517025e-16,656,28.524498,0.9999627333163517,1343488,-34692.02893083999
0.0,10764288,6684.122690677643,1981,3.9341103e-08,5813.19,1.5030346e-06,3.3664446e-16,657,15.954235,0.9999619063128193,1345536,-34692.02893083999
0.0,10780672,6692.359841108322,1989,-7.2977855e-09,5813.19,1.560812e-06,2.7560393e-16,658,53.2303,0.9999623133880959,1347584,-34692.02893083999
0.0,10797056,6700.634873390198,1980,-7.8216544e-10,5813.19,1.5843096e-06,5.9782834e-16,659,18.254057,0.9999622823670506,1349632,-34692.02893083999
0.0,10813440,6708.858524560928,1992,-3.8991857e-08,5813.19,1.5029765e-06,6.0552633e-16,660,21.559338,0.9999630781094311,1351680,-34692.02893083999
0.0,10829824,6717.06972193718,1995,1.6552804e-08,5813.19,1.6155149e-06,1.6317227e-16,661,17.582836,0.9999630900638294,1353728,-34692.02893083999
0.0,10846208,6725.403582334518,1966,-2.5844201e-08,5813.19,1.658745e-06,1.6805118e-16,662,16.941122,0.9999635493404639,1355776,-34692.02893083999
0.0,10862592,6733.7270884513855,1968,4.9054506e-08,5813.19,1.5820649e-06,4.4647403e-16,663,67.59517,0.9999639652414771,1357824,-34692.02893083999
0.0,10878976,6741.947811126709,1993,3.1795935e-08,5813.19,1.6877897e-06,1.1167261e-16,664,13.912974,0.9999637988075847,1359872,-34692.02893083999
0.0,10895360,6750.1729691028595,1992,-1.0644726e-08,5813.19,1.5373746e-06,2.8481954e-16,665,16.181305,0.999964140180964,1361920,-34692.02893083999
0.0,10911744,6758.422419309616,1986,2.5986083e-08,5813.19,1.6088942e-06,1.352974e-15,666,41.839622,0.999964536040352,1363968,-34692.02893083999
0.0,10928128,6766.702432870865,1978,2.0612788e-08,5813.19,1.3902082e-06,6.0563475e-16,667,27.207388,0.9999651896323485,1366016,-34692.02893083999
0.0,10944512,6774.9960997104645,1975,-2.6127964e-08,5813.19,1.4632368e-06,6.6808474e-16,668,29.833183,0.9999654495113646,1368064,-34692.02893083999
0.0,10960896,6783.27916097641,1978,-2.1696906e-08,5813.19,1.7958579e-06,5.616162e-16,669,14.114794,0.9999650158388249,1370112,-34692.02893083999
0.0,10977280,6791.54520201683,1982,2.719753e-08,5813.19,1.6685648e-06,8.3494335e-16,670,36.23924,0.9999654949751857,1372160,-34692.02893083999
0.0,10993664,6799.834564208984,1976,-1.03827915e-08,5813.19,1.6780045e-06,1.1670343e-15,671,19.113663,0.9999658791130059,1374208,-34692.02893083999
0.0,11010048,6808.085650682449,1985,1.45082595e-08,5813.19,1.8135662e-06,9.944291e-16,672,33.587383,0.9999657623993699,1376256,-34692.02893083999
0.0,11026432,6816.2789561748505,1999,1.3889803e-08,5813.19,1.5418668e-06,6.529061e-16,673,49.03678,0.99996646033469,1378304,-34692.02893083999
0.0,11042816,6824.602448225021,1968,-3.5375706e-08,5813.19,1.4329459e-06,0.0,674,16.069992,0.9999671097539249,1380352,-34692.02893083999
0.0,11059200,6832.838936328888,1989,2.0529114e-08,5813.19,1.5881313e-06,7.245718e-16,675,33.758747,0.9999671767400287,1382400,-34692.02893083999
0.0,11075584,6841.081741809845,1987,-3.8417056e-08,5813.19,1.5662497e-06,6.661336e-16,676,79.44115,0.9999669663193345,1384448,-34692.02893083999
0.0,11091968,6849.356472730637,1980,-5.180482e-09,5813.19,1.4721431e-06,4.9678096e-16,677,32.051605,0.9999678601197957,1386496,-34692.02893083999
0.0,11108352,6857.637858629227,1978,6.9485395e-09,5813.19,1.1374162e-06,2.1944241e-16,678,24.302944,0.999968926593283,1388544,-34692.02893083999
0.0,11124736,6865.881751537323,1987,-6.15546e-09,5813.19,1.1216027e-06,5.024191e-16,679,31.156425,0.9999692035162298,1390592,-34692.02893083999
0.0,11141120,6874.19634437561,1970,1.8641003e-08,5813.19,1.0877135e-06,0.0,680,15.71335,0.9999696580634918,1392640,-34692.02893083999
0.0,11157504,6882.431756973267,1989,8.578354e-09,5813.19,1.0438924e-06,0.0,681,56.357048,0.9999699811123719,1394688,-34692.02893083999
0.0,11173888,6890.698695421219,1982,9.793439e-09,5813.19,1.156988e-06,7.794326e-16,682,48.756847,0.9999700960215705,1396736,-34692.02893083999
0.0,11190272,6898.965918302536,1981,-1.7811544e-08,5813.19,1.0417322e-06,4.44089e-16,683,257.4459,0.9999712494791311,1398784,-34692.02893083999
0.0,11206656,6907.226005077362,1983,-2.9998773e-08,5813.19,9.861956e-07,6.645072e-16,684,125.81866,0.9999721410567872,1400832,-34692.02893083999
0.0,11223040,6915.46830201149,1987,1.7767888e-08,5813.19,1.0562181e-06,3.3003098e-16,685,46.539864,0.9999725752004451,1402880,-34692.02893083999
0.0,11239424,6923.811325550079,1963,-2.3697794e-08,5813.19,1.2742411e-06,8.317991e-16,686,66.56652,0.9999722683787695,1404928,-34692.02893083999
0.0,11255808,6932.098863840103,1977,-3.770765e-08,5813.19,1.2034297e-06,9.998506e-16,687,37.369827,0.999972770578097,1406976,-34692.02893083999
0.0,11272192,6940.319901943207,1993,-4.0512532e-08,5813.19,1.2423367e-06,9.99742e-16,688,31.083143,0.9999728369948571,1409024,-34692.02893083999
0.0,11288576,6948.5754244327545,1984,-2.3144821e-08,5813.19,1.2367991e-06,7.2424647e-16,689,34.952236,0.9999728082420916,1411072,-34692.02893083999
0.0,11304960,6956.899760007858,1968,-5.3703843e-08,5813.19,1.4453468e-06,4.971062e-16,690,36.887222,0.999972980864186,1413120,-34692.02893083999
0.0,11321344,6965.170964956284,1980,-3.211244e-08,5813.19,1.3770751e-06,7.773726e-16,691,39.664917,0.9999733981749159,1415168,-34692.02893083999
0.0,11337728,6973.485956668854,1970,1.439912e-08,5813.19,1.6404238e-06,5.621584e-16,692,31.913586,0.9999733173608547,1417216,-34692.02893083999
0.0,11354112,6981.768869161606,1978,2.2504537e-08,5813.19,1.4754842e-06,7.858293e-16,693,15.675631,0.9999737587640993,1419264,-34692.02893083999
0.0,11370496,6990.051224946976,1978,-2.0227162e-09,5813.19,1.5547299e-06,4.996e-16,694,24.130123,0.9999742117142887,1421312,-34692.02893083999
0.0,11386880,6998.271096944809,1993,-1.6661943e-09,5813.19,1.5588089e-06,5.0198513e-16,695,27.891327,0.9999746049670648,1423360,-34692.02893083999
0.0,11403264,7006.514559984207,1987,-2.0168955e-08,5813.19,1.7601448e-06,5.623746e-16,696,52.333694,0.9999749622766103,1425408,-34692.02893083999
0.0,11419648,7014.77500128746,1983,-3.4277036e-08,5813.19,1.6498166e-06,2.800489e-16,697,99.3557,0.9999754900327389,1427456,-34692.02893083999
0.0,11436032,7023.0621700286865,1977,-3.4822733e-08,5813.19,1.8750474e-06,2.7538682e-16,698,33.581406,0.9999756542183604,1429504,-34692.02893083999
0.0,11452416,7031.351630449295,1976,-7.0940587e-09,5813.19,2.0277423e-06,1.1006799e-15,699,35.68341,0.9999755917597213,1431552,-34692.02893083999
0.0,11468800,7039.650527715683,1974,1.952867e-08,5813.19,2.2782688e-06,2.2204418e-16,700,33.577717,0.9999758456033305,1433600,-34692.02893083999
0.0,11485184,7048.1769008636475,1921,9.975338e-09,5813.19,2.5041234e-06,3.3805294e-16,701,35.745846,0.9999759866950626,1435648,-34692.02893083999
0.0,11501568,7056.438631772995,1983,1.03900675e-08,5813.19,2.7163537e-06,5.4708715e-16,702,35.520863,0.9999760759055789,1437696,-34692.02893083999
0.0,11517952,7064.728669881821,1976,1.877197e-09,5813.19,2.9274186e-06,6.0780183e-16,703,34.71706,0.9999761076996947,1439744,-34692.02893083999
0.0,11534336,7072.993052244186,1982,6.4246706e-09,5813.19,3.1851878e-06,8.991264e-16,704,34.51092,0.9999762619045214,1441792,-34692.02893083999
0.0,11550720,7081.23083615303,1989,-6.272603e-08,5813.19,3.5393973e-06,2.7627536e-15,705,34.85835,0.9999763697396702,1443840,-34692.02893083999
0.0,11567104,7089.496478796005,1982,-2.222805e-08,5813.19,3.896083e-06,2.385778e-15,706,34.921345,0.9999764674648759,1445888,-34692.02893083999
0.0,11583488,7097.750049829483,1985,-1.8371793e-08,5813.19,4.2201746e-06,1.3968801e-15,707,35.443836,0.9999765582397231,1447936,-34692.02893083999
0.0,11599872,7106.00456571579,1984,-1.7302227e-08,5813.19,4.5905067e-06,3.1218352e-15,708,35.049862,0.9999766832370369,1449984,-34692.02893083999
0.0,11616256,7114.276650428772,1980,-9.185169e-08,5813.19,5.0721123e-06,2.327767e-15,709,35.0038,0.9999767852496007,1452032,-34692.02893083999
0.0,11632640,7122.509243011475,1990,-1.2791861e-07,5813.19,5.6169843e-06,4.9003473e-15,710,34.99007,0.999976878058078,1454080,-34692.02893083999
0.0,11649024,7130.763729810715,1984,-6.442133e-08,5813.19,6.223904e-06,5.8184425e-15,711,34.98481,0.9999769628702779,1456128,-34692.02893083999
0.0,11665408,7139.000746011734,1989,-8.607458e-08,5813.19,6.957657e-06,6.090567e-15,712,34.952393,0.999977095896611,1458176,-34692.02893083999
0.0,11681792,7147.264591217041,1982,-8.181814e-08,5813.19,7.734522e-06,7.163368e-15,713,34.980896,0.9999771807633806,1460224,-34692.02893083999
0.0,11698176,7155.519129753113,1984,-1.11675035e-07,5813.19,8.514653e-06,9.9899625e-15,714,35.014866,0.9999772521678096,1462272,-34692.02893083999
0.0,11714560,7163.844890117645,1967,-1.3615318e-07,5813.19,9.555778e-06,1.8874012e-14,715,35.464806,0.999977306350047,1464320,-34692.02893083999
0.0,11730944,7172.075068473816,1990,-9.182986e-08,5813.19,1.0796218e-05,1.8486708e-14,716,35.228733,0.9999773790168547,1466368,-34692.02893083999
0.0,11747328,7180.314878702164,1988,-1.6551348e-07,5813.19,1.2359671e-05,4.7525213e-14,717,36.03145,0.9999774578300276,1468416,-34692.02893083999
0.0,11763712,7188.55574297905,1988,-1.7611819e-07,5813.19,1.438902e-05,5.875646e-14,718,35.859737,0.999977552506607,1470464,-34692.02893083999
0.0,11780096,7196.783376932144,1991,-3.2573007e-07,5813.19,1.7228813e-05,1.4659717e-13,719,35.45526,0.999977622199367,1472512,-34692.02893083999
0.0,11796480,7205.031406402588,1986,-4.27528e-07,5813.19,2.147304e-05,2.7129956e-13,720,35.732407,0.9999777146749693,1474560,-34692.02893083999
0.0,11812864,7213.3422973155975,1971,-6.082628e-07,5813.19,2.7083071e-05,4.600737e-13,721,35.28476,0.9999777711782372,1476608,-34692.02893083999
0.0,11829248,7221.580996274948,1988,-1.1289667e-06,5813.19,3.6226054e-05,1.5579202e-12,722,35.964123,0.9999778420133225,1478656,-34692.02893083999
6.1035156e-05,11845632,7229.822145938873,1988,-0.00015428949,5813.19,4.6776462e-05,9.3852657e-07,723,39.046314,0.9999523036276514,1480704,-34692.02893083999
0.0,11862016,7238.064215898514,1987,-3.5843696e-06,5813.19,7.0968475e-05,2.7643629e-11,724,33.631344,0.99998130998938,1482752,-34692.02893083999
0.093673706,11878400,7246.323032140732,1983,-0.0082529895,5813.19,0.008715048,41.912426,725,14.899044,0.9999816812069184,1484800,-34692.02893083999
0.0,11894784,7254.566584825516,1987,5.0713425e-09,5813.19,6.069767e-08,7.746624e-16,726,16.155537,0.9999819587028469,1486848,-34692.02893083999
0.0,11911168,7262.903976678848,1965,4.281901e-09,5813.19,1.8306395e-09,0.0,727,17.422337,0.9999820686643943,1488896,-34692.02893083999
0.0,11927552,7271.2535400390625,1962,3.0195224e-08,5813.19,1.0318995e-09,0.0,728,43.75113,0.9999822656009201,1490944,-34692.02893083999
0.0,11943936,7279.5975387096405,1963,-1.4231773e-08,5813.19,1.0241709e-09,0.0,729,72.256065,0.9999824448768777,1492992,-34692.02893083999
0.0,11960320,7288.012987136841,1947,-3.207242e-08,5813.19,7.8689744e-10,0.0,730,58.253582,0.9999822067602508,1495040,-34692.02893083999
0.0,11976704,7296.4066326618195,1952,1.587614e-08,5813.19,8.868946e-10,0.0,731,43.173183,0.9999822227928234,1497088,-34692.02893083999
0.0,11993088,7304.760997772217,1961,6.722985e-08,5813.19,8.583685e-10,0.0,732,15.253376,0.9999824111164344,1499136,-34692.02893083999
0.0,12009472,7313.13850402832,1955,-2.6684575e-08,5813.19,8.593892e-10,0.0,733,45.927986,0.9999824334354344,1501184,-34692.02893083999
0.0,12025856,7321.412968158722,1980,-5.4496923e-09,5813.19,8.7385754e-10,0.0,734,34.597324,0.9999825959457667,1503232,-34692.02893083999
0.0,12042240,7329.6707146167755,1984,-1.2394594e-08,5813.19,9.989938e-10,0.0,735,40.648403,0.9999827445844858,1505280,-34692.02893083999
0.0,12058624,7337.97132062912,1973,4.8763468e-08,5813.19,9.198795e-10,0.0,736,38.981945,0.9999828050094948,1507328,-34692.02893083999
0.0,12075008,7346.200114965439,1991,2.617162e-08,5813.19,1.0328627e-09,0.0,737,38.32301,0.9999829293155926,1509376,-34692.02893083999
0.0,12091392,7354.3842623233795,2002,4.991307e-09,5813.19,1.2885574e-09,0.0,738,36.581367,0.9999832110152056,1511424,-34692.02893083999
0.0,12107776,7362.624805688858,1988,2.6411726e-09,5813.19,1.6141257e-09,0.0,739,40.9098,0.999983402012731,1513472,-34692.02893083999
0.0,12124160,7370.80437874794,2003,3.677269e-08,5813.19,1.2945826e-09,0.0,740,38.254128,0.999983405263265,1515520,-34692.02893083999
0.0,12140544,7378.953944206238,2010,2.5960617e-08,5813.19,1.4830878e-09,0.0,741,40.211266,0.9999835771086509,1517568,-34692.02893083999
0.0,12156928,7387.136524915695,2002,-2.7397618e-08,5813.19,1.7401363e-09,0.0,742,25.64319,0.9999839298179722,1519616,-34692.02893083999
0.0,12173312,7395.275026798248,2013,-9.6340955e-08,5813.19,1.5947372e-09,0.0,743,36.1791,0.9999837886844034,1521664,-34692.02893083999
0.0,12189696,7403.418664932251,2012,-3.176683e-08,5813.19,1.5796083e-09,0.0,744,52.230568,0.9999839272477402,1523712,-34692.02893083999
0.0,12206080,7411.6635937690735,1987,-9.400537e-09,5813.19,1.5750414e-09,0.0,745,79.381195,0.9999838768380869,1525760,-34692.02893083999
0.0,12222464,7419.8233942985535,2008,1.0099029e-08,5813.19,1.6130002e-09,0.0,746,21.901556,0.9999840721957298,1527808,-34692.02893083999
0.0,12238848,7427.968976736069,2011,3.3203833e-08,5813.19,1.1312898e-09,0.0,747,27.033688,0.9999838539224584,1529856,-34692.02893083999
0.0,12255232,7436.148367404938,2003,-8.8402885e-10,5813.19,1.2211889e-09,0.0,748,15.991985,0.9999839940483071,1531904,-34692.02893083999
0.0,12271616,7444.311925172806,2007,1.3533281e-08,5813.19,1.3390192e-09,0.0,749,16.562052,0.9999842625184101,1533952,-34692.02893083999
0.0,12288000,7452.473067045212,2007,-2.1391315e-09,5813.19,1.3967686e-09,0.0,750,18.42134,0.9999842074485059,1536000,-34692.02893083999
0.0,12304384,7460.675129413605,1997,4.192043e-08,5813.19,1.2494631e-09,0.0,751,19.482203,0.9999842132419872,1538048,-34692.02893083999
0.0,12320768,7468.820388317108,2011,-2.3537723e-08,5813.19,1.3883603e-09,0.0,752,59.118355,0.9999843998011784,1540096,-34692.02893083999
0.0,12337152,7477.009028673172,2000,-1.6923877e-08,5813.19,1.7855184e-09,0.0,753,18.753899,0.9999844569210836,1542144,-34692.02893083999
0.0,12353536,7485.159088850021,2010,5.7647412e-08,5813.19,1.7379158e-09,0.0,754,56.6026,0.9999847885592317,1544192,-34692.02893083999
0.0,12369920,7493.311424255371,2009,1.2340024e-08,5813.19,1.9034025e-09,0.0,755,93.18171,0.9999850901840546,1546240,-34692.02893083999
0.0,12386304,7501.505804300308,1999,-5.2750693e-09,5813.19,1.6526217e-09,0.0,756,19.498407,0.9999849833238841,1548288,-34692.02893083999
0.0,12402688,7509.709641695023,1997,7.872586e-09,5813.19,2.083824e-09,0.0,757,67.312126,0.9999850065332794,1550336,-34692.02893083999
0.0,12419072,7517.924475908279,1994,-3.3429387e-08,5813.19,2.0253057e-09,0.0,758,19.2998,0.9999850762960705,1552384,-34692.02893083999
0.0,12435456,7526.082357883453,2008,-1.0542863e-08,5813.19,2.80323e-09,0.0,759,42.178066,0.9999853526824154,1554432,-34692.02893083999
0.0,12451840,7534.214502334595,2014,-8.2065526e-08,5813.19,4.9162066e-09,0.0,760,25.15661,0.9999856059757803,1556480,-34692.02893083999
0.0,12468224,7542.355228185654,2012,-9.34233e-09,5813.19,1.824112e-08,0.0,761,55.630596,0.9999858532337385,1558528,-34692.02893083999
0.0,12484608,7550.4765701293945,2017,-3.439345e-08,5813.19,2.0112317e-08,0.0,762,15.364126,0.9999860570142118,1560576,-34692.02893083999
0.0,12500992,7558.748858690262,1980,2.0852895e-08,5813.19,1.6731429e-08,0.0,763,17.599052,0.9999858895980651,1562624,-34692.02893083999
0.0,12517376,7566.924110174179,2004,-7.3770934e-08,5813.19,2.0615516e-08,0.0,764,54.757744,0.9999860304469621,1564672,-34692.02893083999
0.0,12533760,7575.243016958237,1969,1.1612428e-08,5813.19,3.061395e-08,0.0,765,22.864145,0.9999862158420001,1566720,-34692.02893083999
0.0,12550144,7583.437841892242,1999,2.4847395e-08,5813.19,2.9829327e-08,0.0,766,74.97126,0.9999863425009607,1568768,-34692.02893083999
0.0,12566528,7591.620660543442,2002,-1.3504177e-08,5813.19,2.98336e-08,0.0,767,26.255487,0.9999863523216845,1570816,-34692.02893083999
0.0,12582912,7599.779951095581,2008,-1.9703293e-08,5813.19,4.9505637e-08,0.0,768,28.414675,0.9999863274024392,1572864,-34692.02893083999
0.0,12599296,7608.018793821335,1988,-1.864828e-08,5813.19,5.8440026e-08,0.0,769,88.46266,0.9999866147318244,1574912,-34692.02893083999
0.0,12615680,7616.177982807159,2008,1.12486305e-08,5813.19,5.740162e-08,0.0,770,21.977365,0.999986660977811,1576960,-34692.02893083999
0.0,12632064,7624.355992078781,2003,3.5506673e-09,5813.19,6.3660366e-08,0.0,771,44.48903,0.9999866600164751,1579008,-34692.02893083999
0.0,12648448,7632.523412227631,2006,4.2753527e-08,5813.19,8.604806e-08,0.0,772,41.20656,0.9999866964471948,1581056,-34692.02893083999
0.0,12664832,7640.671535730362,2010,-3.972673e-09,5813.19,8.547701e-08,1.1145597e-16,773,17.5499,0.9999867276319492,1583104,-34692.02893083999
0.0,12681216,7648.780158758163,2020,1.6749254e-08,5813.19,9.061711e-08,0.0,774,21.971615,0.9999867875012569,1585152,-34692.02893083999
0.0,12697600,7657.005679368973,1991,-1.3504177e-08,5813.19,1.00382735e-07,1.1470858e-16,775,92.13986,0.9999868938675718,1587200,-34692.02893083999
0.0,12713984,7665.070370197296,2031,-7.406197e-08,5813.19,9.3418244e-08,0.0,776,20.946928,0.9999870275669309,1589248,-34692.02893083999
0.0,12730368,7673.175920963287,2021,-3.6867277e-08,5813.19,1.2804195e-07,3.3968051e-16,777,45.920925,0.9999872494054216,1591296,-34692.02893083999
0.0,12746752,7681.352591514587,2003,1.2514647e-08,5813.19,1.6639731e-07,0.0,778,28.611668,0.9999873731376283,1593344,-34692.02893083999
0.0,12763136,7689.526238441467,2004,-1.4726538e-08,5813.19,1.4956215e-07,1.08853885e-16,779,20.696337,0.9999874017939874,1595392,-34692.02893083999
0.0,12779520,7697.675001144409,2010,-2.841989e-08,5813.19,1.559983e-07,1.08528624e-16,780,21.240675,0.9999874533759794,1597440,-34692.02893083999
0.0,12795904,7705.909736156464,1989,-1.1787051e-08,5813.19,1.8081904e-07,2.2204458e-16,781,97.64698,0.9999874685108807,1599488,-34692.02893083999
0.0,12812288,7714.058511734009,2010,-1.3533281e-08,5813.19,1.9321593e-07,9.423884e-16,782,62.29531,0.9999873615206525,1601536,-34692.02893083999
0.0,12828672,7722.229212522507,2005,-2.815068e-08,5813.19,2.3073358e-07,0.0,783,46.90763,0.9999873648375797,1603584,-34692.02893083999
0.0,12845056,7730.379555940628,2010,-2.0365405e-08,5813.19,2.7045556e-07,0.0,784,14.679306,0.999987282550137,1605632,-34692.02893083999
0.0,12861440,7738.8003487586975,1945,-4.5401976e-09,5813.19,3.034739e-07,1.6479866e-16,785,27.335453,0.9999873100432524,1607680,-34692.02893083999
0.0,12877824,7747.259759187698,1936,-1.39916665e-08,5813.19,3.467815e-07,1.6815968e-16,786,20.323475,0.9999873883589316,1609728,-34692.02893083999
0.0,12894208,7755.60386800766,1963,3.768946e-09,5813.19,3.4759438e-07,3.35452e-16,787,22.29118,0.9999874225104577,1611776,-34692.02893083999
0.0,12910592,7763.744798183441,2012,5.3471013e-08,5813.19,4.681082e-07,0.0,788,21.091375,0.9999875067342145,1613824,-34692.02893083999
0.0,12926976,7771.874872684479,2015,7.697963e-09,5813.19,5.703839e-07,3.2894678e-16,789,22.435171,0.9999876064894124,1615872,-34692.02893083999
0.0,12943360,7780.16391992569,1976,-2.0761945e-08,5813.19,7.5846623e-07,2.7625448e-16,790,17.62235,0.9999877756672504,1617920,-34692.02893083999
0.0,12959744,7788.462855815887,1974,-8.076313e-09,5813.19,6.084824e-07,3.886863e-16,791,49.761974,0.9999877404479776,1619968,-34692.02893083999
0.0,12976128,7796.736177206039,1980,2.9402145e-08,5813.19,1.0178902e-06,1.011885e-15,792,152.4071,0.999987791517924,1622016,-34692.02893083999
0.0,12992512,7805.11838388443,1954,-3.1286618e-08,5813.19,7.752248e-07,2.7462815e-16,793,46.33131,0.9999878621529206,1624064,-34692.02893083999
0.0,13008896,7813.405546426773,1977,2.671004e-08,5813.19,8.4607416e-07,7.6587967e-16,794,25.209677,0.9999878579592405,1626112,-34692.02893083999
0.0,13025280,7821.703435182571,1974,-1.8564606e-08,5813.19,1.0744244e-06,9.461823e-16,795,92.75485,0.9999881656940488,1628160,-34692.02893083999
0.0,13041664,7830.006371974945,1973,1.8859282e-08,5813.19,1.2198973e-06,2.9051153e-15,796,37.419743,0.9999883115360717,1630208,-34692.02893083999
0.0,13058048,7838.419846534729,1947,-2.6248017e-08,5813.19,2.088211e-06,3.1033047e-15,797,99.13551,0.9999886842724663,1632256,-34692.02893083999
0.0,13074432,7846.88484621048,1935,-2.3908797e-08,5813.19,1.9891195e-06,1.1133755e-14,798,20.288979,0.9999887444610067,1634304,-34692.02893083999
0.0,13090816,7855.37206530571,1930,-1.4260877e-09,5813.19,1.1141865e-06,2.1976753e-15,799,19.028374,0.9999885549486862,1636352,-34692.02893083999
0.0,13107200,7863.786421775818,1947,6.679329e-08,5813.19,1.1168835e-06,4.9667254e-16,800,68.56796,0.99998865712314,1638400,-34692.02893083999
0.0,13123584,7872.284490346909,1928,-3.3272954e-08,5813.19,1.2479959e-06,1.0489643e-15,801,87.706436,0.999988776851751,1640448,-34692.02893083999
0.0,13139968,7880.596977472305,1971,5.2039468e-08,5813.19,1.1746008e-06,1.1589022e-15,802,22.434834,0.9999887047142693,1642496,-34692.02893083999
0.0,13156352,7888.922707796097,1967,-4.0134182e-08,5813.19,2.11267e-06,7.206457e-15,803,19.154867,0.9999888181273491,1644544,-34692.02893083999
0.0,13172736,7897.285928487778,1959,3.6670826e-08,5813.19,2.645701e-06,3.809008e-15,804,19.904705,0.999988861057318,1646592,-34692.02893083999
0.0,13189120,7905.509687900543,1992,-6.543996e-08,5813.19,3.1069142e-06,1.8687668e-14,805,20.300552,0.9999889158725637,1648640,-34692.02893083999
0.0,13205504,7913.659694433212,2010,-1.4690158e-08,5813.19,4.8891447e-06,6.738895e-14,806,39.103706,0.9999890444769335,1650688,-34692.02893083999
0.0,13221888,7921.885009050369,1992,-2.9845978e-08,5813.19,4.9661553e-06,5.7505494e-14,807,105.45301,0.9999890104973019,1652736,-34692.02893083999
0.0,13238272,7930.157213687897,1980,2.3683242e-08,5813.19,3.6571305e-06,6.117583e-15,808,24.030352,0.9999891529769229,1654784,-34692.02893083999
0.0,13254656,7938.540204286575,1954,-2.9540388e-09,5813.19,4.054735e-06,6.753983e-14,809,100.78246,0.9999892669029578,1656832,-34692.02893083999
0.0,13271040,7946.992394685745,1938,7.727067e-09,5813.19,6.8297404e-06,3.0161722e-14,810,82.63801,0.999989479728356,1658880,-34692.02893083999
0.0,13287424,7955.347494363785,1961,-5.511538e-08,5813.19,4.8336574e-06,1.2715886e-14,811,21.148645,0.9999893711728873,1660928,-34692.02893083999
0.0,13303808,7963.710437297821,1959,-7.734343e-09,5813.19,6.32536e-06,3.9251517e-14,812,34.091255,0.9999893120757406,1662976,-34692.02893083999
0.0,13320192,7972.047614574432,1965,6.8030204e-09,5813.19,5.344233e-06,1.8617793e-14,813,25.089794,0.9999893563381193,1665024,-34692.02893083999
0.0,13336576,7980.36648774147,1969,-4.8086804e-08,5813.19,7.5338066e-06,6.078615e-14,814,80.219025,0.9999895257706157,1667072,-34692.02893083999
0.0,13352960,7988.6479845047,1978,-7.748895e-09,5813.19,1.0825896e-05,4.037082e-14,815,42.124695,0.9999895634200584,1669120,-34692.02893083999
0.0,13369344,7996.871886968613,1992,-1.899025e-09,5813.19,1.0127132e-05,4.5936033e-14,816,39.55434,0.9999895824958003,1671168,-34692.02893083999
0.0,13385728,8005.071556568146,1998,-5.39585e-08,5813.19,1.0112579e-05,6.521319e-14,817,17.121027,0.9999896673634794,1673216,-34692.02893083999
0.0,13402112,8013.282390356064,1995,-5.2241376e-08,5813.19,9.892003e-06,1.237678e-14,818,29.91951,0.9999897633133514,1675264,-34692.02893083999
0.0,13418496,8021.492249965668,1995,-6.749906e-08,5813.19,1.0130264e-05,7.4115905e-14,819,14.688049,0.999989820632436,1677312,-34692.02893083999
0.0,13434880,8029.736763238907,1987,-5.8898877e-08,5813.19,7.704654e-06,1.7367016e-14,820,36.72848,0.9999898646437941,1679360,-34692.02893083999
0.0,13451264,8037.963580369949,1991,1.0288204e-08,5813.19,8.901097e-06,5.2617148e-14,821,72.21843,0.999989938044564,1681408,-34692.02893083999
0.0,13467648,8046.2174599170685,1985,-2.0067091e-08,5813.19,9.796782e-06,2.0037455e-14,822,18.613594,0.9999901080873315,1683456,-34692.02893083999
0.0,13484032,8054.435676336288,1993,-1.7113052e-08,5813.19,9.8033515e-06,7.276965e-14,823,35.42351,0.9999900899310887,1685504,-34692.02893083999
0.0,13500416,8062.64103770256,1996,4.5110937e-10,5813.19,1.3836681e-05,7.781874e-14,824,56.864,0.9999902262215983,1687552,-34692.02893083999
0.0,13516800,8070.876675367355,1989,-3.3345714e-08,5813.19,1.5499934e-05,7.6044244e-13,825,26.283325,0.9999901904693616,1689600,-34692.02893083999
0.0,13533184,8079.098192214966,1992,-8.982897e-08,5813.19,1.7609702e-05,1.0921385e-12,826,25.639416,0.9999903597408775,1691648,-34692.02893083999
0.0,13549568,8087.290944576263,1999,-5.7312718e-08,5813.19,2.778648e-05,3.8975583e-13,827,25.017036,0.99999059817128,1693696,-34692.02893083999
0.0,13565952,8095.5801775455475,1976,-8.0719474e-08,5813.19,3.0705156e-05,6.1693223e-13,828,27.172863,0.9999906602279225,1695744,-34692.02893083999
0.0,13582336,8103.781352758408,1997,1.6480044e-08,5813.19,3.519148e-05,6.907634e-13,829,28.735554,0.9999909094603936,1697792,-34692.02893083999
0.0,13598720,8111.975587844849,1999,-3.2760363e-07,5813.19,4.1339834e-05,9.783624e-12,830,49.69597,0.9999910063197603,1699840,-34692.02893083999
0.0,13615104,8120.356148481369,1955,-2.0080915e-07,5813.19,5.0120325e-05,8.357997e-12,831,77.1662,0.9999910122569418,1701888,-34692.02893083999
0.0,13631488,8128.660883903503,1972,-1.2896635e-07,5813.19,4.4711538e-05,3.2786367e-12,832,20.919765,0.9999910037295194,1703936,-34692.02893083999
