time,nb_sleeping,nb_switching_on,nb_switching_off,nb_idle,nb_computing
2.00008,0,0,0,2,1
2.00009,0,0,0,2,1
3.00011,0,0,0,1,2
3.00012,0,0,0,1,2
91.5101,0,0,0,2,1
91.5101,0,0,0,2,1
102.8,0,0,0,3,0
102.8,0,0,0,3,0
