time,energy,event_type,wattmin,epower
2.00008,600.023,s,300,300
2.00009,600.027,p,300,300
2.00009,600.027,p,500,NA
3.00011,1100.03,s,500,500
3.00012,1100.04,p,500,500
3.00012,1100.04,p,700,NA
91.5101,63057,e,700,700
91.5101,63057,p,700,700
91.5101,63057,p,500,NA
102.8,68702,e,500,500
102.8,68702,p,500,500
102.8,68702,p,300,NA
